chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path2 : der(1)t(1;9)	117199999	120399999	p12	gpos50	p12	Path2	-	1	True	117200000	120400000	gpos50	0	Path2 : (1;9)	1	p12	gpos575
Path2 : der(1)t(1;9)	120399999	123399999	p11.2	gneg	p11	Path2	-	1	True	120400000	121700000	acen	0	Path2 : (1;9)	1	p11	acen
Path2 : der(1)t(1;9)	123399999	125099999	q11	acen	q11	Path2	-	1	True	123400000	125100000	acen	0	Path2 : (1;9)	1	q11	acen
Path2 : der(1)t(1;9)	125099999	143199999	q12	gvar	q12	Path2	-	1	True	125100000	143200000	gvar	0	Path2 : (1;9)	1	q12	gpos100
Path2 : der(1)t(1;9)	143199999	155099999	q21.1	gneg	q21	Path2	-	1	True	143200000	147500000	gneg	0	Path2 : (1;9)	1	q21	gneg
Path2 : der(1)t(1;9)	155099999	156599999	q22	gpos50	q22	Path2	-	1	True	155100000	156600000	gpos50	0	Path2 : (1;9)	1	q22	gpos25
Path2 : der(1)t(1;9)	156599999	165499999	q23.1	gneg	q23	Path2	-	1	True	156600000	159100000	gneg	0	Path2 : (1;9)	1	q23	gneg
Path2 : der(1)t(1;9)	165499999	172999999	q24.1	gpos50	q24	Path2	-	1	True	165500000	167200000	gpos75	0	Path2 : (1;9)	1	q24	gpos50
Path2 : der(1)t(1;9)	172999999	185799999	q25.1	gneg	q25	Path2	-	1	True	173000000	176100000	gneg	0	Path2 : (1;9)	1	q25	gneg
Path2 : der(1)t(1;9)	185799999	196233041	q31.1	gpos100	q31	Path2	-	1	True	185800000	190800000	gpos100	0	Path2 : (1;9)	1	q31	gpos100
Path2 : der(1)t(1;9)	196233041	197209802	p24.2	gpos25	p24	Path2	-	9	True	2568671	3545432	gpos25	0	Path2 : (1;9)	1	p24	gneg
Path2 : der(1)t(1;9)	197209802	207226255	q33.1	gpos75	q33	Path2	-	9	True	117483547	119800000	gpos25	0	Path2 : (1;9)	1	q33	gpos75
Path2 : der(1)t(1;9)	207226255	218060719	q34.11	gneg	q34	Path2	-	9	True	127500000	130600000	gneg	0	Path2 : (1;9)	1	q34	gneg
Path11 : 2	1	12000001	p25.1	gneg	p25	Path11	+	2	False	6900000	12000000	gneg	0	Path11 : 2	2	p25	gneg
Path11 : 2	12000001	23800001	p24.1	gpos75	p24	Path11	+	2	False	19000000	23800000	gpos75	0	Path11 : 2	2	p24	gpos100
Path11 : 2	23800001	31800001	p23.1	gneg	p23	Path11	+	2	False	29800000	31800000	gneg	0	Path11 : 2	2	p23	gneg
Path11 : 2	31800001	41500001	p22.1	gpos50	p22	Path11	+	2	False	38300000	41500000	gpos75	0	Path11 : 2	2	p22	gpos100
Path11 : 2	41500001	47500001	p21	gneg	p21	Path11	+	2	False	41500000	47500000	gneg	0	Path11 : 2	2	p21	gneg
Path11 : 2	47500001	61000001	p16.1	gpos100	p16	Path11	+	2	False	54700000	61000000	gpos100	0	Path11 : 2	2	p16	gpos100
Path11 : 2	61000001	63900001	p15	gneg	p15	Path11	+	2	False	61000000	63900000	gneg	0	Path11 : 2	2	p15	gneg
Path11 : 2	63900001	68400001	p14	gpos50	p14	Path11	+	2	False	63900000	68400000	gpos50	0	Path11 : 2	2	p14	gpos50
Path11 : 2	68400001	74800001	p13.1	gneg	p13	Path11	+	2	False	73300000	74800000	gneg	0	Path11 : 2	2	p13	gneg
Path11 : 2	74800001	83100001	p12	gpos100	p12	Path11	+	2	False	74800000	83100000	gpos100	0	Path11 : 2	2	p12	gpos100
Path11 : 2	83100001	91800001	p11.2	gneg	p11	Path11	+	2	False	83100000	91800000	acen	0	Path11 : 2	2	p11.2	gneg
Path11 : 2	91800001	93900001	p11.1	acen	p11	Path11	+	2	False	91800000	93900000	acen	0	Path11 : 2	2	p11.1	acen
Path11 : 2	93900001	96000001	q11.1	acen	q11	Path11	+	2	False	93900000	96000000	acen	0	Path11 : 2	2	q11.1	acen
Path11 : 2	96000001	102100001	q11.2	gneg	q11	Path11	+	2	False	96000000	102100000	acen	0	Path11 : 2	2	q11.2	gneg
Path11 : 2	102100001	108700001	q12.3	gpos25	q12	Path11	+	2	False	106700000	108700000	gpos50	0	Path11 : 2	2	q12	gpos50
Path11 : 2	108700001	112200001	q13	gneg	q13	Path11	+	2	False	108700000	112200000	gneg	0	Path11 : 2	2	q13	gneg
Path11 : 2	112200001	118100001	q14.1	gpos50	q14	Path11	+	2	False	112200000	118100000	gpos50	0	Path11 : 2	2	q14.1	gpos50
Path11 : 2	118100001	121600001	q14.2	gneg	q14	Path11	+	2	False	118100000	121600000	gpos50	0	Path11 : 2	2	q14.2	gneg
Path11 : 2	121600001	129100001	q14.3	gpos50	q14	Path11	+	2	False	121600000	129100000	gpos50	0	Path11 : 2	2	q14.3	gpos50
Path11 : 2	129100001	136100001	q21.3	gneg	q21	Path11	+	2	False	134300000	136100000	gneg	0	Path11 : 2	2	q21	gneg
Path11 : 2	136100001	147900001	q22.3	gpos100	q22	Path11	+	2	False	143400000	147900000	gpos100	0	Path11 : 2	2	q22	gpos100
Path11 : 2	147900001	154000001	q23.3	gneg	q23	Path11	+	2	False	149600000	154000000	gneg	0	Path11 : 2	2	q23	gneg
Path11 : 2	154000001	168900001	q24.3	gpos75	q24	Path11	+	2	False	162900000	168900000	gpos75	0	Path11 : 2	2	q24	gpos100
Path11 : 2	168900001	182100001	q31.3	gneg	q31	Path11	+	2	False	179700000	182100000	gneg	0	Path11 : 2	2	q31	gneg
Path11 : 2	182100001	196600001	q32.3	gpos75	q32	Path11	+	2	False	191100000	196600000	gpos75	0	Path11 : 2	2	q32	gpos100
Path11 : 2	196600001	208200001	q33.3	gneg	q33	Path11	+	2	False	204100000	208200000	gneg	0	Path11 : 2	2	q33	gneg
Path11 : 2	208200001	214500001	q34	gpos100	q34	Path11	+	2	False	208200000	214500000	gpos100	0	Path11 : 2	2	q34	gpos75
Path11 : 2	214500001	220700001	q35	gneg	q35	Path11	+	2	False	214500000	220700000	gneg	0	Path11 : 2	2	q35	gneg
Path11 : 2	220700001	230100001	q36.3	gpos100	q36	Path11	+	2	False	225200000	230100000	gpos75	0	Path11 : 2	2	q36	gpos75
Path11 : 2	230100001	242181358	q37.3	gneg	q37	Path11	+	2	False	236400000	242181357	gneg	0	Path11 : 2	2	q37	gneg
Path12 : 2	1	12000001	p25.3	gneg	p25	Path12	-	2	True	0	4400000	gneg	0	Path12 : 2	2	p25	gneg
Path12 : 2	12000001	23800001	p24.3	gpos75	p24	Path12	-	2	True	12000000	16500000	gpos75	0	Path12 : 2	2	p24	gpos100
Path12 : 2	23800001	31800001	p23.3	gneg	p23	Path12	-	2	True	23800000	27700000	gneg	0	Path12 : 2	2	p23	gneg
Path12 : 2	31800001	41500001	p22.3	gpos75	p22	Path12	-	2	True	31800000	36300000	gpos50	0	Path12 : 2	2	p22	gpos100
Path12 : 2	41500001	47500001	p21	gneg	p21	Path12	-	2	True	41500000	47500000	gneg	0	Path12 : 2	2	p21	gneg
Path12 : 2	47500001	61000001	p16.3	gpos100	p16	Path12	-	2	True	47500000	52600000	gpos100	0	Path12 : 2	2	p16	gpos100
Path12 : 2	61000001	63900001	p15	gneg	p15	Path12	-	2	True	61000000	63900000	gneg	0	Path12 : 2	2	p15	gneg
Path12 : 2	63900001	68400001	p14	gpos50	p14	Path12	-	2	True	63900000	68400000	gpos50	0	Path12 : 2	2	p14	gpos50
Path12 : 2	68400001	74800001	p13.3	gneg	p13	Path12	-	2	True	68400000	71300000	gneg	0	Path12 : 2	2	p13	gneg
Path12 : 2	74800001	83100001	p12	gpos100	p12	Path12	-	2	True	74800000	83100000	gpos100	0	Path12 : 2	2	p12	gpos100
Path12 : 2	83100001	91800001	p11.2	gneg	p11	Path12	-	2	True	83100000	91800000	acen	0	Path12 : 2	2	p11.2	gneg
Path12 : 2	91800001	93900001	p11.1	acen	p11	Path12	-	2	True	91800000	93900000	acen	0	Path12 : 2	2	p11.1	acen
Path12 : 2	93900001	96000001	q11.1	acen	q11	Path12	-	2	True	93900000	96000000	acen	0	Path12 : 2	2	q11.1	acen
Path12 : 2	96000001	102100001	q11.2	gneg	q11	Path12	-	2	True	96000000	102100000	acen	0	Path12 : 2	2	q11.2	gneg
Path12 : 2	102100001	108700001	q12.1	gpos50	q12	Path12	-	2	True	102100000	105300000	gpos25	0	Path12 : 2	2	q12	gpos50
Path12 : 2	108700001	112200001	q13	gneg	q13	Path12	-	2	True	108700000	112200000	gneg	0	Path12 : 2	2	q13	gneg
Path12 : 2	112200001	118100001	q14.1	gpos50	q14	Path12	-	2	True	112200000	118100000	gpos50	0	Path12 : 2	2	q14.1	gpos50
Path12 : 2	118100001	121600001	q14.2	gneg	q14	Path12	-	2	True	118100000	121600000	gpos50	0	Path12 : 2	2	q14.2	gneg
Path12 : 2	121600001	129100001	q14.3	gpos50	q14	Path12	-	2	True	121600000	129100000	gpos50	0	Path12 : 2	2	q14.3	gpos50
Path12 : 2	129100001	136100001	q21.1	gneg	q21	Path12	-	2	True	129100000	131700000	gneg	0	Path12 : 2	2	q21	gneg
Path12 : 2	136100001	147900001	q22.1	gpos100	q22	Path12	-	2	True	136100000	141500000	gpos100	0	Path12 : 2	2	q22	gpos100
Path12 : 2	147900001	154000001	q23.1	gneg	q23	Path12	-	2	True	147900000	149000000	gneg	0	Path12 : 2	2	q23	gneg
Path12 : 2	154000001	168900001	q24.1	gpos75	q24	Path12	-	2	True	154000000	158900000	gpos75	0	Path12 : 2	2	q24	gpos100
Path12 : 2	168900001	182100001	q31.1	gneg	q31	Path12	-	2	True	168900000	177100000	gneg	0	Path12 : 2	2	q31	gneg
Path12 : 2	182100001	196600001	q32.1	gpos75	q32	Path12	-	2	True	182100000	188500000	gpos75	0	Path12 : 2	2	q32	gpos100
Path12 : 2	196600001	208200001	q33.1	gneg	q33	Path12	-	2	True	196600000	202500000	gneg	0	Path12 : 2	2	q33	gneg
Path12 : 2	208200001	214500001	q34	gpos100	q34	Path12	-	2	True	208200000	214500000	gpos100	0	Path12 : 2	2	q34	gpos75
Path12 : 2	214500001	220700001	q35	gneg	q35	Path12	-	2	True	214500000	220700000	gneg	0	Path12 : 2	2	q35	gneg
Path12 : 2	220700001	230100001	q36.1	gpos75	q36	Path12	-	2	True	220700000	224300000	gpos100	0	Path12 : 2	2	q36	gpos75
Path12 : 2	230100001	242181358	q37.1	gneg	q37	Path12	-	2	True	230100000	234700000	gneg	0	Path12 : 2	2	q37	gneg
Path3 : der(3)t(3;4)	1	8100001	p26.1	gpos50	p26	Path3	+	3	False	4000000	8100000	gpos50	0	Path3 : (3;4)	3	p26	gpos75
Path3 : der(3)t(3;4)	8100001	16300001	p25.1	gneg	p25	Path3	+	3	False	13200000	16300000	gneg	0	Path3 : (3;4)	3	p25	gneg
Path3 : der(3)t(3;4)	16300001	26093479	p24.2	gneg	p24	Path3	+	3	False	23800000	26093478	gpos100	0	Path3 : (3;4)	3	p24	gpos100
Path3 : der(3)t(3;4)	26093479	27716767	q34.3	gpos100	q34	Path3	+	4	True	176600000	176649932	gpos75	0	Path3 : (3;4)	3	q34	gpos100
Path3 : der(3)t(3;4)	27716767	31318341	p24.1	gpos75	p24	Path3	+	3	True	27198426	30800000	gpos100	0	Path3 : (3;4)	3	p24	gpos100
Path3 : der(3)t(3;4)	31318341	32518341	p23	gneg	p23	Path3	+	3	True	30800000	32000000	gneg	0	Path3 : (3;4)	3	p23	gneg
Path3 : der(3)t(3;4)	32518341	44118341	p22.1	gpos75	p22	Path3	+	3	True	39300000	43600000	gpos50	0	Path3 : (3;4)	3	p22	gpos50
Path3 : der(3)t(3;4)	44118341	54918341	p21.1	gneg	p21	Path3	+	3	True	52300000	54400000	gneg	0	Path3 : (3;4)	3	p21	gneg
Path3 : der(3)t(3;4)	54918341	70218341	p14.1	gpos50	p14	Path3	+	3	True	63800000	69700000	gpos50	0	Path3 : (3;4)	3	p14	gpos75
Path3 : der(3)t(3;4)	70218341	74618341	p13	gneg	p13	Path3	+	3	True	69700000	74100000	gneg	0	Path3 : (3;4)	3	p13	gneg
Path3 : der(3)t(3;4)	74618341	87618341	p12.1	gpos75	p12	Path3	+	3	True	83500000	87100000	gpos75	0	Path3 : (3;4)	3	p12	gpos75
Path3 : der(3)t(3;4)	87618341	91418341	p11.1	acen	p11	Path3	+	3	True	87800000	90900000	acen	0	Path3 : (3;4)	3	p11	acen
Path3 : der(3)t(3;4)	91418341	94518341	q11.1	acen	q11	Path3	+	3	True	90900000	94000000	acen	0	Path3 : (3;4)	3	q11.1	acen
Path3 : der(3)t(3;4)	94518341	99118341	q11.2	gvar	q11	Path3	+	3	True	94000000	98600000	acen	0	Path3 : (3;4)	3	q11.2	acen
Path3 : der(3)t(3;4)	99118341	103618341	q12.3	gneg	q12	Path3	+	3	True	101200000	103100000	gneg	0	Path3 : (3;4)	3	q12	gneg
Path3 : der(3)t(3;4)	103618341	112118341	q13.13	gpos50	q13	Path3	+	3	True	108200000	111600000	gpos75	0	Path3 : (3;4)	3	q13.1	gpos75
Path3 : der(3)t(3;4)	112118341	114218341	q13.2	gneg	q13	Path3	+	3	True	111600000	113700000	gpos75	0	Path3 : (3;4)	3	q13.2	gneg
Path3 : der(3)t(3;4)	114218341	122718341	q13.33	gpos75	q13	Path3	+	3	True	119300000	122200000	gpos75	0	Path3 : (3;4)	3	q13.3	gpos75
Path3 : der(3)t(3;4)	122718341	130018341	q21.3	gneg	q21	Path3	+	3	True	126100000	129500000	gneg	0	Path3 : (3;4)	3	q21	gneg
Path3 : der(3)t(3;4)	130018341	139518341	q22.3	gpos25	q22	Path3	+	3	True	136000000	139000000	gpos25	0	Path3 : (3;4)	3	q22	gpos25
Path3 : der(3)t(3;4)	139518341	143618341	q23	gneg	q23	Path3	+	3	True	139000000	143100000	gneg	0	Path3 : (3;4)	3	q23	gneg
Path3 : der(3)t(3;4)	143618341	149718341	q24	gpos100	q24	Path3	+	3	True	143100000	149200000	gpos100	0	Path3 : (3;4)	3	q24	gpos75
Path3 : der(3)t(3;4)	149718341	161518341	q25.33	gneg	q25	Path3	+	3	True	159300000	161000000	gneg	0	Path3 : (3;4)	3	q25	gneg
Path3 : der(3)t(3;4)	161518341	168418341	q26.1	gpos100	q26	Path3	+	3	True	161000000	167900000	gneg	0	Path3 : (3;4)	3	q26.1	gpos100
Path3 : der(3)t(3;4)	168418341	171718341	q26.2	gneg	q26	Path3	+	3	True	167900000	171200000	gneg	0	Path3 : (3;4)	3	q26.2	gneg
Path3 : der(3)t(3;4)	171718341	183518341	q26.33	gpos75	q26	Path3	+	3	True	179300000	183000000	gneg	0	Path3 : (3;4)	3	q26.3	gpos100
Path3 : der(3)t(3;4)	183518341	188718341	q27.3	gneg	q27	Path3	+	3	True	186300000	188200000	gneg	0	Path3 : (3;4)	3	q27	gneg
Path3 : der(3)t(3;4)	188718341	193118341	q28	gpos75	q28	Path3	+	3	True	188200000	192600000	gpos75	0	Path3 : (3;4)	3	q28	gpos50
Path3 : der(3)t(3;4)	193118341	198748937	q29	gneg	q29	Path3	+	3	True	192600000	198230596	gneg	0	Path3 : (3;4)	3	q29	gneg
Path7 : der(3)t(1;3;4)	1	7100001	p36.33	gneg	p36	Path7	-	1	True	0	2300000	gneg	0	Path7 : (3;1;4)	3	p36.3	gneg
Path7 : der(3)t(1;3;4)	7100001	15900001	p36.23	gpos25	p36	Path7	-	1	True	7100000	9100000	gneg	0	Path7 : (3;1;4)	3	p36.2	gpos50
Path7 : der(3)t(1;3;4)	15900001	27600001	p36.13	gneg	p36	Path7	-	1	True	15900000	20100000	gneg	0	Path7 : (3;1;4)	3	p36.1	gneg
Path7 : der(3)t(1;3;4)	27600001	34300001	p35.3	gpos25	p35	Path7	-	1	True	27600000	29900000	gpos25	0	Path7 : (3;1;4)	3	p35	gpos25
Path7 : der(3)t(1;3;4)	34300001	39600001	p34.3	gneg	p34	Path7	-	1	True	34300000	39600000	gneg	0	Path7 : (3;1;4)	3	p34.3	gneg
Path7 : der(3)t(1;3;4)	39600001	43700001	p34.2	gpos25	p34	Path7	-	1	True	39600000	43700000	gneg	0	Path7 : (3;1;4)	3	p34.2	gpos25
Path7 : der(3)t(1;3;4)	43700001	46300001	p34.1	gneg	p34	Path7	-	1	True	43700000	46300000	gneg	0	Path7 : (3;1;4)	3	p34.1	gneg
Path7 : der(3)t(1;3;4)	46300001	50200001	p33	gpos75	p33	Path7	-	1	True	46300000	50200000	gpos75	0	Path7 : (3;1;4)	3	p33	gpos75
Path7 : der(3)t(1;3;4)	50200001	60800001	p32.3	gneg	p32	Path7	-	1	True	50200000	55600000	gneg	0	Path7 : (3;1;4)	3	p32	gneg
Path7 : der(3)t(1;3;4)	60800001	82120954	p31.3	gpos50	p31	Path7	-	1	True	60800000	68500000	gpos100	0	Path7 : (3;1;4)	3	p31	gpos100
Path7 : der(3)t(1;3;4)	82120954	89562461	q31.21	gpos25	q31	Path7	-	4	True	142758493	145900000	gneg	0	Path7 : (3;1;4)	3	q31.2	gpos25
Path7 : der(3)t(1;3;4)	89562461	93962461	q31.3	gneg	q31	Path7	-	4	True	150200000	154600000	gneg	0	Path7 : (3;1;4)	3	q31.3	gneg
Path7 : der(3)t(1;3;4)	93962461	108562461	q32.1	gpos100	q32	Path7	-	4	True	154600000	160800000	gpos100	0	Path7 : (3;1;4)	3	q32	gpos100
Path7 : der(3)t(1;3;4)	108562461	110362461	q33	gneg	q33	Path7	-	4	True	169200000	171000000	gneg	0	Path7 : (3;1;4)	3	q33	gneg
Path7 : der(3)t(1;3;4)	110362461	114389104	q34.1	gpos75	q34	Path7	-	4	True	171000000	175026643	gpos75	0	Path7 : (3;1;4)	3	q34	gpos100
Path7 : der(3)t(1;3;4)	114389104	119095624	p24.2	gneg	p24	Path7	-	3	True	26093479	26300000	gpos75	0	Path7 : (3;1;4)	3	p24	gpos100
Path7 : der(3)t(1;3;4)	119095624	120295624	p23	gneg	p23	Path7	-	3	True	30800000	32000000	gneg	0	Path7 : (3;1;4)	3	p23	gneg
Path7 : der(3)t(1;3;4)	120295624	131895624	p22.3	gpos50	p22	Path7	-	3	True	32000000	36400000	gpos75	0	Path7 : (3;1;4)	3	p22	gpos50
Path7 : der(3)t(1;3;4)	131895624	142695624	p21.33	gneg	p21	Path7	-	3	True	43600000	44100000	gneg	0	Path7 : (3;1;4)	3	p21	gneg
Path7 : der(3)t(1;3;4)	142695624	157995624	p14.3	gpos50	p14	Path7	-	3	True	54400000	58600000	gpos50	0	Path7 : (3;1;4)	3	p14	gpos75
Path7 : der(3)t(1;3;4)	157995624	162395624	p13	gneg	p13	Path7	-	3	True	69700000	74100000	gneg	0	Path7 : (3;1;4)	3	p13	gneg
Path7 : der(3)t(1;3;4)	162395624	175395624	p12.3	gpos75	p12	Path7	-	3	True	74100000	79800000	gpos75	0	Path7 : (3;1;4)	3	p12	gpos75
Path7 : der(3)t(1;3;4)	175395624	179195624	p11.2	gneg	p11	Path7	-	3	True	87100000	87800000	acen	0	Path7 : (3;1;4)	3	p11	acen
Path7 : der(3)t(1;3;4)	179195624	182295624	q11.1	acen	q11	Path7	-	3	True	90900000	94000000	acen	0	Path7 : (3;1;4)	3	q11.1	acen
Path7 : der(3)t(1;3;4)	182295624	186895624	q11.2	gvar	q11	Path7	-	3	True	94000000	98600000	acen	0	Path7 : (3;1;4)	3	q11.2	acen
Path7 : der(3)t(1;3;4)	186895624	191395624	q12.1	gneg	q12	Path7	-	3	True	98600000	100300000	gneg	0	Path7 : (3;1;4)	3	q12	gneg
Path7 : der(3)t(1;3;4)	191395624	199895624	q13.11	gpos75	q13	Path7	-	3	True	103100000	106500000	gpos75	0	Path7 : (3;1;4)	3	q13.1	gpos75
Path7 : der(3)t(1;3;4)	199895624	201995624	q13.2	gneg	q13	Path7	-	3	True	111600000	113700000	gpos75	0	Path7 : (3;1;4)	3	q13.2	gneg
Path7 : der(3)t(1;3;4)	201995624	210495624	q13.31	gpos75	q13	Path7	-	3	True	113700000	117600000	gpos75	0	Path7 : (3;1;4)	3	q13.3	gpos75
Path7 : der(3)t(1;3;4)	210495624	217795624	q21.1	gneg	q21	Path7	-	3	True	122200000	124100000	gneg	0	Path7 : (3;1;4)	3	q21	gneg
Path7 : der(3)t(1;3;4)	217795624	227295624	q22.1	gpos25	q22	Path7	-	3	True	129500000	134000000	gpos25	0	Path7 : (3;1;4)	3	q22	gpos25
Path7 : der(3)t(1;3;4)	227295624	231395624	q23	gneg	q23	Path7	-	3	True	139000000	143100000	gneg	0	Path7 : (3;1;4)	3	q23	gneg
Path7 : der(3)t(1;3;4)	231395624	237495624	q24	gpos100	q24	Path7	-	3	True	143100000	149200000	gpos100	0	Path7 : (3;1;4)	3	q24	gpos75
Path7 : der(3)t(1;3;4)	237495624	249295624	q25.1	gneg	q25	Path7	-	3	True	149200000	152300000	gneg	0	Path7 : (3;1;4)	3	q25	gneg
Path7 : der(3)t(1;3;4)	249295624	256195624	q26.1	gpos100	q26	Path7	-	3	True	161000000	167900000	gpos75	0	Path7 : (3;1;4)	3	q26.1	gpos100
Path7 : der(3)t(1;3;4)	256195624	259495624	q26.2	gneg	q26	Path7	-	3	True	167900000	171200000	gpos75	0	Path7 : (3;1;4)	3	q26.2	gneg
Path7 : der(3)t(1;3;4)	259495624	271295624	q26.31	gpos75	q26	Path7	-	3	True	171200000	176000000	gpos75	0	Path7 : (3;1;4)	3	q26.3	gpos100
Path7 : der(3)t(1;3;4)	271295624	276495624	q27.1	gneg	q27	Path7	-	3	True	183000000	184800000	gneg	0	Path7 : (3;1;4)	3	q27	gneg
Path7 : der(3)t(1;3;4)	276495624	280895624	q28	gpos75	q28	Path7	-	3	True	188200000	192600000	gpos75	0	Path7 : (3;1;4)	3	q28	gpos50
Path7 : der(3)t(1;3;4)	280895624	286526220	q29	gneg	q29	Path7	-	3	False	192600000	198230596	gneg	0	Path7 : (3;1;4)	3	q29	gneg
Path8 : 4	1	11300001	p16.3	gneg	p16	Path8	-	4	True	0	4500000	gneg	0	Path8 : 4	4	p16	gneg
Path8 : 4	11300001	21300001	p15.33	gpos50	p15	Path8	-	4	True	11300000	15000000	gneg	0	Path8 : 4	4	p15.3	gpos100
Path8 : 4	21300001	27700001	p15.2	gneg	p15	Path8	-	4	True	21300000	27700000	gneg	0	Path8 : 4	4	p15.2	gneg
Path8 : 4	27700001	35800001	p15.1	gpos100	p15	Path8	-	4	True	27700000	35800000	gneg	0	Path8 : 4	4	p15.1	gpos100
Path8 : 4	35800001	41200001	p14	gneg	p14	Path8	-	4	True	35800000	41200000	gneg	0	Path8 : 4	4	p14	gneg
Path8 : 4	41200001	44600001	p13	gpos50	p13	Path8	-	4	True	41200000	44600000	gpos50	0	Path8 : 4	4	p13	gpos75
Path8 : 4	44600001	48200001	p12	gneg	p12	Path8	-	4	True	44600000	48200000	gneg	0	Path8 : 4	4	p12	gneg
Path8 : 4	48200001	50000001	p11	acen	p11	Path8	-	4	True	48200000	50000000	acen	0	Path8 : 4	4	p11	acen
Path8 : 4	50000001	51800001	q11	acen	q11	Path8	-	4	True	50000000	51800000	acen	0	Path8 : 4	4	q11	acen
Path8 : 4	51800001	58500001	q12	gneg	q12	Path8	-	4	True	51800000	58500000	gneg	0	Path8 : 4	4	q12	gneg
Path8 : 4	58500001	75300001	q13.1	gpos100	q13	Path8	-	4	True	58500000	65500000	gpos75	0	Path8 : 4	4	q13	gpos100
Path8 : 4	75300001	87100001	q21.1	gneg	q21	Path8	-	4	True	75300000	78000000	gneg	0	Path8 : 4	4	q21	gneg
Path8 : 4	87100001	97900001	q22.1	gpos75	q22	Path8	-	4	True	87100000	92800000	gpos75	0	Path8 : 4	4	q22	gpos100
Path8 : 4	97900001	100100001	q23	gneg	q23	Path8	-	4	True	97900000	100100000	gneg	0	Path8 : 4	4	q23	gneg
Path8 : 4	100100001	106700001	q24	gpos50	q24	Path8	-	4	True	100100000	106700000	gpos50	0	Path8 : 4	4	q24	gpos75
Path8 : 4	106700001	113200001	q25	gneg	q25	Path8	-	4	True	106700000	113200000	gneg	0	Path8 : 4	4	q25	gneg
Path8 : 4	113200001	119900001	q26	gpos75	q26	Path8	-	4	True	113200000	119900000	gpos75	0	Path8 : 4	4	q26	gpos100
Path8 : 4	119900001	122800001	q27	gneg	q27	Path8	-	4	True	119900000	122800000	gneg	0	Path8 : 4	4	q27	gneg
Path8 : 4	122800001	138500001	q28.1	gpos50	q28	Path8	-	4	True	122800000	127900000	gpos100	0	Path8 : 4	4	q28	gpos100
Path8 : 4	138500001	140600001	q31.1	gneg	q31	Path8	-	4	True	138500000	140600000	gneg	0	Path8 : 4	4	q31.1	gneg
Path8 : 4	140600001	150200000	q31.21	gpos25	q31	Path8	-	4	True	140600000	142758492	gneg	0	Path8 : 4	4	q31.2	gpos25
Path8 : 4	150200000	154600000	q31.3	gneg	q31	Path8	-	4	True	150200000	154600000	gneg	0	Path8 : 4	4	q31.3	gneg
Path8 : 4	154600000	169200000	q32.1	gpos100	q32	Path8	-	4	True	154600000	160800000	gpos100	0	Path8 : 4	4	q32	gpos100
Path8 : 4	169200000	171000000	q33	gneg	q33	Path8	-	4	True	169200000	171000000	gneg	0	Path8 : 4	4	q33	gneg
Path8 : 4	171000000	182299998	q34.1	gpos75	q34	Path8	-	4	True	171000000	175026643	gpos100	0	Path8 : 4	4	q34	gpos100
