chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path4 : der(17)t(1;17)	1	77147378	q25.1	gneg	q25	Path4	-	17	True	72900000	75558989	gneg	0	Path4 : (17;1)	17	q25	gneg	4247377	38573689.5
Path4 : der(17)t(1;17)	77147378	99142176	q44	gneg	q44	Path4	-	1	False	243500000	248943333	gneg	0	Path4 : (17;1)	17	q44	gneg	5443333	88144777.0
Path40 : 21	1	46697231	q22.3	gneg	q22	Path40	+	21	False	41200000	46697230	gneg	0	Path40 : 21	21	q22	gneg	16497230	23348616.0
Path41 : 21	1	46697231	q22.11	gneg	q22	Path41	-	21	True	30200000	34400000	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 22	1	50805588	q13.33	gneg	q13	Path42	+	22	False	49100000	50805587	gneg	0	Path42 : 22	22	q13	gneg	13605587	25402794.5
Path43 : 22	1	50805588	q13.1	gneg	q13	Path43	-	22	True	37200000	40600000	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : X	1	155994771	q28	gneg	q28	Path44	+	X	True	148000000	156020370	gneg	0	Path44 : X	23	q28	gneg	8020370	77997386.0
Path45 : X	1	159854402	q28	gneg	q28	Path45	-	X	False	148000000	156020370	gneg	0	Path45 : X	23	q28	gneg	8020370	79927201.5
Path5 : der(17)t(1;17)	1	75558990	q25.1	gneg	q25	Path5	+	17	False	72900000	75558989	gneg	0	Path5 : (17;1)	17	q25	gneg	2658989	37779495.5
Path5 : der(17)t(1;17)	75558990	77112319	q42.13	gneg	q42	Path5	+	1	True	226800000	226948534	gpos25	0	Path5 : (17;1)	17	q42	gneg	1553329	76335654.5
Path5 : der(17)t(1;17)	77112319	83211332	q25.3	gneg	q25	Path5	+	17	True	77200000	83246392	gneg	0	Path5 : (17;1)	17	q25	gneg	6099013	80161825.5
Path6 : der(9)t(1;9;17)	1	116506782	p24.3	gneg	p24	Path6	-	9	True	1684640	2200000	gneg	0	Path6 : (9;1;17)	9	p24	gneg	884030	58253391.5
Path6 : der(9)t(1;9;17)	116506782	146547021	q42.11	gneg	q42	Path6	-	1	True	223900000	224400000	gpos25	0	Path6 : (9;1;17)	9	q42	gneg	1495204	131526901.5
Path6 : der(9)t(1;9;17)	146547021	154234422	q25.1	gneg	q25	Path6	-	17	True	75558990	76800000	gneg	0	Path6 : (9;1;17)	9	q25	gneg	7687401	150390721.5
Path7 : der(3)t(1;3;4)	1	82120954	p31.3	gpos50	p31	Path7	-	1	True	60800000	68500000	gpos100	0	Path7 : (3;1;4)	3	p31	gpos100	21320953	41060477.5
Path7 : der(3)t(1;3;4)	82120954	114389104	q34.1	gpos75	q34	Path7	-	4	True	171000000	175026643	gpos75	0	Path7 : (3;1;4)	3	q34	gpos100	4026643	98255029.0
Path7 : der(3)t(1;3;4)	114389104	286526220	q29	gneg	q29	Path7	-	3	False	192600000	198230596	gneg	0	Path7 : (3;1;4)	3	q29	gneg	5630596	200457662.0
Path8 : 4	1	190202562	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7902564	95101281.5
Path9 : 3;4	1	27198425	p24.3	gpos100	p24	Path9	-	3	True	16300000	23800000	gneg	2	Path9 : (3;4)	3	p24	gpos100	10898424	13599213.0
Path9 : 3;4	27198425	40751056	q35.1	gneg	q35	Path9	-	4	True	182300000	186200000	gpos25	2	Path9 : (3;4)	3	q35	gneg	7902564	33974740.5
