chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path23 : der(20)t(11;20)	44765540	62535090	q13.33	gneg	q13	Path23	+	20	True	59700000	64333718	gneg	0	Path23 : (20;11)	20	q13.3	gneg	7933718	53650315.0
Path24 : der(11)t(11;20)	1	123878676	q24.1	gpos50	q24	Path24	-	11	True	121300000	124000000	gneg	0	Path24 : (11;20)	11	q24	gpos25	3408916	61939338.5
Path24 : der(11)t(11;20)	123878676	145747415	q13.31	gneg	q13	Path24	-	20	True	56400000	57800000	gneg	0	Path24 : (11;20)	11	q13.3	gneg	7933718	134813045.5
Path25 : 12	1	133263960	q24.33	gneg	q24	Path25	+	12	True	128700000	133263960	gneg	0	Path25 : 12	12	q24.3	gneg	12963960	66631980.5
Path26 : der(13)t(12;13)	1	91239800	q33.1	gpos100	q33	Path26	-	13	True	101100000	104200000	gpos100	0	Path26 : (13;12)	13	q33	gpos100	6164269	45619900.5
Path26 : der(13)t(12;13)	91239800	172692756	q24.31	gneg	q24	Path26	-	12	True	120300000	125400000	gneg	0	Path26 : (13;12)	13	q24.3	gneg	12963960	131966278.0
Path27 : 13	1	98105052	q34	gneg	q34	Path27	+	13	True	109600000	114350910	gneg	0	Path27 : 13	13	q34	gneg	4750910	49052526.5
Path28 : der(12)t(12;13)	1	51811004	q13.11	gneg	q13	Path28	-	12	True	46000000	48700000	gneg	0	Path28 : (12;13)	12	q13	gneg	5811003	25905502.5
Path28 : der(12)t(12;13)	51811004	67169968	q34	gneg	q34	Path28	-	13	False	109600000	114350910	gneg	0	Path28 : (12;13)	12	q34	gneg	4750910	59490486.0
Path29 : 14	1	106873283	q32.33	gneg	q32	Path29	+	14	False	103500000	106873282	gneg	0	Path29 : 14	14	q32	gneg	17573282	53436642.0
Path3 : 2	1	242112105	q37.3	gneg	q37	Path3	+	2	True	236400000	242175920	gneg	0	Path3 : 2	2	q37	gneg	12075920	121056053.0
Path30 : 14	1	106873283	q32.11	gneg	q32	Path30	-	14	True	89300000	91400000	gneg	0	Path30 : 14	14	q32	gneg	17573282	53436642.0
Path31 : 15	1	101976508	q26.3	gneg	q26	Path31	+	15	True	98000000	101976509	gneg	0	Path31 : 15	15	q26.3	gneg	3976509	50988254.5
Path32 : 15	1	101976508	q26.3	gneg	q26	Path32	-	15	False	98000000	101976509	gneg	0	Path32 : 15	15	q26.3	gneg	3976509	50988254.5
Path33 : 16	1	90224750	q24.3	gneg	q24	Path33	+	16	True	88700000	90224751	gneg	0	Path33 : 16	16	q24	gneg	6124751	45112375.5
Path34 : 16	1	90224750	q24.1	gneg	q24	Path34	-	16	True	84100000	87000000	gneg	0	Path34 : 16	16	q24	gneg	6124751	45112375.5
Path35 : 17	1	83246393	q25.3	gneg	q25	Path35	+	17	False	77200000	83246392	gneg	0	Path35 : 17	17	q25	gneg	10346392	41623197.0
Path36 : 17	1	83246393	q25.1	gneg	q25	Path36	-	17	True	72900000	76800000	gneg	0	Path36 : 17	17	q25	gneg	10346392	41623197.0
Path37 : 18	1	80256375	q23	gneg	q23	Path37	+	18	False	75400000	80256374	gneg	0	Path37 : 18	18	q23	gneg	4856374	40128188.0
Path38 : 18	1	80256375	q23	gneg	q23	Path38	-	18	False	75400000	80256374	gneg	0	Path38 : 18	18	q23	gneg	4856374	40128188.0
Path39 : 19	1	58605716	q13.43	gpos25	q13	Path39	+	19	False	55800000	58605715	gneg	0	Path39 : 19	19	q13.4	gpos25	7705715	29302858.5
Path4 : 2	1	226671032	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg	12075920	113335516.5
Path40 : 19	1	58605716	q13.41	gpos25	q13	Path40	-	19	True	50900000	53100000	gpos25	0	Path40 : 19	19	q13.4	gpos25	7705715	29302858.5
Path41 : 21	1	46697231	q22.3	gneg	q22	Path41	+	21	False	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 21	1	46697231	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 22	1	50805588	q13.33	gneg	q13	Path43	+	22	False	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : 22	1	50805588	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : X	1	156025613	q28	gneg	q28	Path45	+	X	False	148000000	156025612	gneg	0	Path45 : X	23	q28	gneg	8025612	78012807.0
Path46 : Y	1	57212133	q12	gvar	q12	Path46	+	Y	False	26600000	57212132	gvar	0	Path46 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 3	1	198230597	q29	gneg	q29	Path5	+	3	False	192600000	198230596	gneg	0	Path5 : 3	3	q29	gneg	5630596	99115299.0
Path6 : 3	1	198230597	q29	gneg	q29	Path6	-	3	False	192600000	198230596	gneg	0	Path6 : 3	3	q29	gneg	5630596	99115299.0
Path7 : 4	1	190187989	q35.1	gneg	q35	Path7	-	4	True	182300000	186200000	gpos25	0	Path7 : 4	4	q35	gneg	7902564	95093995.0
Path8 : 4	1	49474583	p11	acen	p11	Path8	+	4	True	48200000	49489157	acen	0	Path8 : 4	4	p11	acen	1289157	24737292.0
Path9 : 5	1	181472715	q35.3	gneg	q35	Path9	+	5	False	177100000	181472714	gneg	0	Path9 : 5	5	q35	gneg	12472714	90736358.0
