chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path23 : der(11)t(11;15)	1	125605898	q24.1	gpos50	q24	Path23	-	11	True	121300000	124000000	gneg	0	Path23 : (11;15)	11	q24	gpos25	6541784	62802949.5
Path23 : der(11)t(11;15)	125605898	136321651	q26.3	gneg	q26	Path23	-	15	True	98000000	99188489	gneg	0	Path23 : (11;15)	11	q26.3	gneg	3976508	130963774.5
Path24 : 12	1	133263961	q24.33	gneg	q24	Path24	+	12	False	128700000	133263960	gneg	0	Path24 : 12	12	q24.3	gneg	12963960	66631981.0
Path25 : 12	1	133263961	q24.31	gneg	q24	Path25	-	12	True	120300000	125400000	gneg	0	Path25 : 12	12	q24.3	gneg	12963960	66631981.0
Path26 : 13	1	114352103	q34	gneg	q34	Path26	+	13	False	109600000	114352102	gneg	0	Path26 : 13	13	q34	gneg	4752102	57176052.0
Path27 : 13	1	114352103	q34	gneg	q34	Path27	-	13	False	109600000	114352102	gneg	0	Path27 : 13	13	q34	gneg	4752102	57176052.0
Path28 : 14	1	106873283	q32.33	gneg	q32	Path28	+	14	False	103500000	106873282	gneg	0	Path28 : 14	14	q32	gneg	17573282	53436642.0
Path29 : 14	1	106873283	q32.11	gneg	q32	Path29	-	14	True	89300000	91400000	gneg	0	Path29 : 14	14	q32	gneg	17573282	53436642.0
Path3 : 2	1	242146703	q37.3	gneg	q37	Path3	+	2	True	236400000	242175920	gneg	0	Path3 : 2	2	q37	gneg	12075920	121073352.0
Path30 : 16	1	177750836	p13.3	gneg	p13	Path30	-	16	True	0	7800000	gneg	0	Path30 : 16	16	p13.3	gneg	7800000	88875418.5
Path31 : 17	1	83246393	q25.3	gneg	q25	Path31	+	17	False	77200000	83246392	gneg	0	Path31 : 17	17	q25	gneg	10346392	41623197.0
Path32 : 17	1	83246393	q25.1	gneg	q25	Path32	-	17	True	72900000	76800000	gneg	0	Path32 : 17	17	q25	gneg	10346392	41623197.0
Path33 : 18	1	80256375	q23	gneg	q23	Path33	+	18	False	75400000	80256374	gneg	0	Path33 : 18	18	q23	gneg	4856374	40128188.0
Path34 : 18	1	80256375	q23	gneg	q23	Path34	-	18	False	75400000	80256374	gneg	0	Path34 : 18	18	q23	gneg	4856374	40128188.0
Path35 : 19	1	58605716	q13.43	gpos25	q13	Path35	+	19	False	55800000	58605715	gneg	0	Path35 : 19	19	q13.4	gpos25	7705715	29302858.5
Path36 : 19	1	58605716	q13.41	gpos25	q13	Path36	-	19	True	50900000	53100000	gpos25	0	Path36 : 19	19	q13.4	gpos25	7705715	29302858.5
Path37 : 20	1	98498624	q13.31	gneg	q13	Path37	-	20	True	56400000	57800000	gneg	0	Path37 : 20	20	q13.3	gneg	7931433	49249312.5
Path38 : 21	1	46697231	q22.3	gneg	q22	Path38	+	21	False	41200000	46697230	gneg	0	Path38 : 21	21	q22	gneg	16497230	23348616.0
Path39 : 21	1	46697231	q22.11	gneg	q22	Path39	-	21	True	30200000	34400000	gneg	0	Path39 : 21	21	q22	gneg	16497230	23348616.0
Path4 : 2	1	250030440	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg	12075920	125015220.5
Path40 : 22	1	50805588	q13.33	gneg	q13	Path40	+	22	False	49100000	50805587	gneg	0	Path40 : 22	22	q13	gneg	13605587	25402794.5
Path41 : 22	1	50805588	q13.1	gneg	q13	Path41	-	22	True	37200000	40600000	gneg	0	Path41 : 22	22	q13	gneg	13605587	25402794.5
Path42 : X	1	156025613	q28	gneg	q28	Path42	+	X	False	148000000	156025612	gneg	0	Path42 : X	23	q28	gneg	8025612	78012807.0
Path43 : Y	1	57212133	q12	gvar	q12	Path43	+	Y	False	26600000	57212132	gvar	0	Path43 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 3	1	197675305	q29	gneg	q29	Path5	-	3	False	192600000	198230596	gneg	0	Path5 : 3	3	q29	gneg	5630596	98837653.0
Path6 : 3	1	235015	p26.3	gpos50	p26	Path6	+	3	False	17438	252452	gpos50	2	Path6 : 3	3	p26	gpos75	235014	117508.0
Path7 : 4	1	190167411	q35.2	gpos25	q35	Path7	+	4	True	186200000	190196474	gneg	0	Path7 : 4	4	q35	gneg	7896474	95083706.0
Path8 : 4	1	186528546	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7896474	93264273.5
Path9 : 5	1	181472715	q35.3	gneg	q35	Path9	+	5	False	177100000	181472714	gneg	0	Path9 : 5	5	q35	gneg	12472714	90736358.0
