chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path24 : 12	1	133263959	q24.31	gneg	q24	Path24	-	12	True	120300000	125400000	gneg	0	Path24 : 12	12	q24.3	gneg	12963960	66631980.0
Path25 : 13	1	98335959	q34	gneg	q34	Path25	+	13	True	109600000	114350910	gneg	0	Path25 : 13	13	q34	gneg	4750910	49167980.0
Path26 : 13	1	98848998	q34	gneg	q34	Path26	-	13	False	109600000	114350910	gneg	0	Path26 : 13	13	q34	gneg	4750910	49424499.5
Path27 : 14	1	106873283	q32.33	gneg	q32	Path27	+	14	False	103500000	106873282	gneg	0	Path27 : 14	14	q32	gneg	17573282	53436642.0
Path28 : 14	1	106873283	q32.11	gneg	q32	Path28	-	14	True	89300000	91400000	gneg	0	Path28 : 14	14	q32	gneg	17573282	53436642.0
Path29 : 15	1	101976508	q26.3	gneg	q26	Path29	+	15	True	98000000	101976509	gneg	0	Path29 : 15	15	q26.3	gneg	3976509	50988254.5
Path3 : 9	1	138334462	q34.3	gneg	q34	Path3	+	9	True	134500000	138334464	gneg	0	Path3 : 9	9	q34	gneg	10834464	69167231.5
Path30 : 15	1	101976508	q26.3	gneg	q26	Path30	-	15	False	98000000	101976509	gneg	0	Path30 : 15	15	q26.3	gneg	3976509	50988254.5
Path31 : 16	1	90224750	q24.3	gneg	q24	Path31	+	16	True	88700000	90224751	gneg	0	Path31 : 16	16	q24	gneg	6124751	45112375.5
Path32 : 16	1	90224750	q24.1	gneg	q24	Path32	-	16	True	84100000	87000000	gneg	0	Path32 : 16	16	q24	gneg	6124751	45112375.5
Path33 : 17	1	83149051	q25.3	gneg	q25	Path33	+	17	True	77200000	83240673	gneg	0	Path33 : 17	17	q25	gneg	10340673	41574526.0
Path34 : 17	1	83814041	q25.1	gneg	q25	Path34	-	17	True	72900000	76800000	gneg	0	Path34 : 17	17	q25	gneg	10340673	41907021.0
Path35 : 18	1	80256375	q23	gneg	q23	Path35	+	18	False	75400000	80256374	gneg	0	Path35 : 18	18	q23	gneg	4856374	40128188.0
Path36 : 18	1	80256375	q23	gneg	q23	Path36	-	18	False	75400000	80256374	gneg	0	Path36 : 18	18	q23	gneg	4856374	40128188.0
Path37 : 19	1	58605716	q13.43	gpos25	q13	Path37	+	19	False	55800000	58605715	gneg	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64333719	q13.33	gneg	q13	Path39	+	20	False	59700000	64333718	gneg	0	Path39 : 20	20	q13.3	gneg	7933718	32166860.0
Path4 : 3	1	198196761	q29	gneg	q29	Path4	+	3	True	192600000	198217553	gneg	0	Path4 : 3	3	q29	gneg	5617553	99098381.0
Path40 : 20	1	64333719	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 21	1	46697231	q22.3	gneg	q22	Path41	+	21	False	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 21	1	46697231	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 22	1	50805588	q13.33	gneg	q13	Path43	+	22	False	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : 22	1	50805588	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : X	1	156025613	q28	gneg	q28	Path45	+	X	False	148000000	156025612	gneg	0	Path45 : X	23	q28	gneg	8025612	78012807.0
Path46 : Y	1	57212133	q12	gvar	q12	Path46	+	Y	False	26600000	57212132	gvar	0	Path46 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 8;1	1	32875966	p12	gpos75	p12	Path5	-	8	True	29000000	32875965	gpos75	2	Path5 : (1;8)	1	p12	gpos75	3875965	16437983.5
Path5 : 8;1	32875966	95864243	q44	gneg	q44	Path5	-	1	False	243500000	248942320	gneg	2	Path5 : (1;8)	1	q44	gneg	5442320	64370104.5
Path6 : 9;8	1	28057394	p21.3	gpos100	p21	Path6	-	9	True	19900000	25600000	gpos100	2	Path6 : (8;9)	8	p21	gpos100	8157393	14028697.5
Path6 : 9;8	28057394	91871862	q24.3	gneg	q24	Path6	-	8	False	138900000	145076125	gneg	2	Path6 : (8;9)	8	q24.3	gneg	6176125	59964628.0
Path7 : 3;9	1	13063132	p25.3	gneg	p25	Path7	-	3	True	8100000	11600000	gpos25	2	Path7 : (9;3)	9	p25	gneg	4980569	6531566.5
Path7 : 3;9	13063132	67209409	q34.11	gneg	q34	Path7	-	9	True	127500000	130600000	gneg	2	Path7 : (9;3)	9	q34	gneg	10834464	40136270.5
Path8 : dic(1;8;9;3)	1	185812803	q31.1	gpos100	q31	Path8	-	1	True	185800000	185954042	gpos100	1	Path8 : (3;1;8;9)	3	q31	gpos100	154042	92906402.0
Path8 : dic(1;8;9;3)	185812803	235472688	q21.11	gpos100	q21	Path8	-	8	True	72000000	74600000	gpos75	1	Path8 : (3;1;8;9)	3	q21.1	gpos75	10535851	210642745.5
Path8 : dic(1;8;9;3)	235472688	292375345	q21.11	gpos25	q21	Path8	-	9	True	65000000	69300000	gneg	1	Path8 : (3;1;8;9)	3	q21	gpos100	19960051	263924016.5
Path8 : dic(1;8;9;3)	292375345	479158266	q29	gneg	q29	Path8	-	3	False	192600000	198217553	gneg	1	Path8 : (3;1;8;9)	3	q29	gneg	5617553	385766805.5
Path9 : 2	1	242135017	q37.3	gneg	q37	Path9	+	2	True	236400000	242175920	gneg	0	Path9 : 2	2	q37	gneg	12075920	121067509.0
