chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path1 : 1	143180311	155080311	q21.3	gneg	q21	Path1	+	1	True	150600000	155100000	gneg	0	Path1 : 1	1	q21	gneg
Path1 : 1	155080311	156580311	q22	gpos50	q22	Path1	+	1	True	155100000	156600000	gpos50	0	Path1 : 1	1	q22	gpos25
Path1 : 1	156580311	165474505	q23.3	gneg	q23	Path1	+	1	True	164584054	165500000	gneg	0	Path1 : 1	1	q23	gneg
Path1 : 1	165474505	172974505	q24.3	gpos75	q24	Path1	+	1	True	170900000	173000000	gpos50	0	Path1 : 1	1	q24	gpos50
Path1 : 1	172974505	185774505	q25.3	gneg	q25	Path1	+	1	True	180300000	185800000	gneg	0	Path1 : 1	1	q25	gneg
Path1 : 1	185774505	198674505	q31.3	gpos100	q31	Path1	+	1	True	193800000	198700000	gpos100	0	Path1 : 1	1	q31	gpos100
Path1 : 1	198674505	214374505	q32.3	gneg	q32	Path1	+	1	True	211300000	214400000	gneg	0	Path1 : 1	1	q32	gneg
Path1 : 1	214374505	223874505	q41	gpos100	q41	Path1	+	1	True	214400000	223900000	gpos100	0	Path1 : 1	1	q41	gpos100
Path1 : 1	223874505	236374505	q42.3	gneg	q42	Path1	+	1	True	234600000	236400000	gneg	0	Path1 : 1	1	q42	gneg
Path1 : 1	236374505	243474505	q43	gpos75	q43	Path1	+	1	True	236400000	243500000	gpos75	0	Path1 : 1	1	q43	gpos100
Path1 : 1	243474505	248916825	q44	gneg	q44	Path1	+	1	True	243500000	248942320	gneg	0	Path1 : 1	1	q44	gneg
Path6 : der(1)t(1;2;12)	1	12000001	p25.3	gneg	p25	Path6	-	2	True	0	4400000	gneg	0	Path6 : (1;2;12)	1	p25	gneg
Path6 : der(1)t(1;2;12)	12000001	23800001	p24.3	gpos75	p24	Path6	-	2	True	12000000	16500000	gpos75	0	Path6 : (1;2;12)	1	p24	gpos100
Path6 : der(1)t(1;2;12)	23800001	31800001	p23.3	gneg	p23	Path6	-	2	True	23800000	27700000	gneg	0	Path6 : (1;2;12)	1	p23	gneg
Path6 : der(1)t(1;2;12)	31800001	41500001	p22.3	gpos75	p22	Path6	-	2	True	31800000	36300000	gpos50	0	Path6 : (1;2;12)	1	p22	gpos100
Path6 : der(1)t(1;2;12)	41500001	44306675	p21	gneg	p21	Path6	-	2	True	41500000	42730632	gneg	0	Path6 : (1;2;12)	1	p21	gneg
Path6 : der(1)t(1;2;12)	44306675	44652883	p36.21	gpos50	p36	Path6	-	1	True	15553792	15900000	gneg	0	Path6 : (1;2;12)	1	p36.2	gpos50
Path6 : der(1)t(1;2;12)	44652883	56352883	p36.13	gneg	p36	Path6	-	1	True	15900000	20100000	gneg	0	Path6 : (1;2;12)	1	p36.1	gneg
Path6 : der(1)t(1;2;12)	56352883	63052883	p35.3	gpos25	p35	Path6	-	1	True	27600000	29900000	gpos25	0	Path6 : (1;2;12)	1	p35	gpos25
Path6 : der(1)t(1;2;12)	63052883	68352883	p34.3	gneg	p34	Path6	-	1	True	34300000	39600000	gneg	0	Path6 : (1;2;12)	1	p34.3	gneg
Path6 : der(1)t(1;2;12)	68352883	72452883	p34.2	gpos25	p34	Path6	-	1	True	39600000	43700000	gneg	0	Path6 : (1;2;12)	1	p34.2	gpos25
Path6 : der(1)t(1;2;12)	72452883	75052883	p34.1	gneg	p34	Path6	-	1	True	43700000	46300000	gneg	0	Path6 : (1;2;12)	1	p34.1	gneg
Path6 : der(1)t(1;2;12)	75052883	78952883	p33	gpos75	p33	Path6	-	1	True	46300000	50200000	gpos75	0	Path6 : (1;2;12)	1	p33	gpos75
Path6 : der(1)t(1;2;12)	78952883	89552883	p32.3	gneg	p32	Path6	-	1	True	50200000	55600000	gneg	0	Path6 : (1;2;12)	1	p32	gneg
Path6 : der(1)t(1;2;12)	89552883	105109986	p31.3	gpos50	p31	Path6	-	1	True	60800000	68500000	gpos100	0	Path6 : (1;2;12)	1	p31	gpos100
Path6 : der(1)t(1;2;12)	105109986	105330815	q24.23	gpos50	q24	Path6	-	12	True	120079171	120300000	gneg	0	Path6 : (1;2;12)	1	q24.2	gpos25
Path6 : der(1)t(1;2;12)	105330815	106325188	q24.31	gneg	q24	Path6	-	12	True	120300000	121294373	gneg	0	Path6 : (1;2;12)	1	q24.3	gneg
Path6 : der(1)t(1;2;12)	106325188	113354187	p31.1	gpos100	p31	Path6	-	1	True	77371001	84400000	gpos100	0	Path6 : (1;2;12)	1	p31	gpos100
Path6 : der(1)t(1;2;12)	113354187	123254187	p22.3	gneg	p22	Path6	-	1	True	84400000	87900000	gneg	0	Path6 : (1;2;12)	1	p22	gneg
Path6 : der(1)t(1;2;12)	123254187	135654187	p21.3	gpos75	p21	Path6	-	1	True	94300000	99300000	gpos100	0	Path6 : (1;2;12)	1	p21	gpos100
Path6 : der(1)t(1;2;12)	135654187	146154187	p13.3	gneg	p13	Path6	-	1	True	106700000	111200000	gneg	0	Path6 : (1;2;12)	1	p13	gneg
Path6 : der(1)t(1;2;12)	146154187	149354187	p12	gpos50	p12	Path6	-	1	True	117200000	120400000	gpos50	0	Path6 : (1;2;12)	1	p12	gpos575
Path6 : der(1)t(1;2;12)	149354187	152354187	p11.2	gneg	p11	Path6	-	1	True	120400000	121700000	acen	0	Path6 : (1;2;12)	1	p11	acen
Path6 : der(1)t(1;2;12)	152354187	154054187	q11	acen	q11	Path6	-	1	True	123400000	125100000	acen	0	Path6 : (1;2;12)	1	q11	acen
Path6 : der(1)t(1;2;12)	154054187	172154187	q12	gvar	q12	Path6	-	1	True	125100000	143200000	gvar	0	Path6 : (1;2;12)	1	q12	gpos100
Path6 : der(1)t(1;2;12)	172154187	184054187	q21.1	gneg	q21	Path6	-	1	True	143200000	147500000	gneg	0	Path6 : (1;2;12)	1	q21	gneg
Path6 : der(1)t(1;2;12)	184054187	185554187	q22	gpos50	q22	Path6	-	1	True	155100000	156600000	gpos50	0	Path6 : (1;2;12)	1	q22	gpos25
Path6 : der(1)t(1;2;12)	185554187	195630084	q23.1	gneg	q23	Path6	-	1	True	156600000	159100000	gneg	0	Path6 : (1;2;12)	1	q23	gneg
Path6 : der(1)t(1;2;12)	195630084	203130084	q24.1	gpos50	q24	Path6	-	1	True	165500000	167200000	gpos75	0	Path6 : (1;2;12)	1	q24	gpos50
Path6 : der(1)t(1;2;12)	203130084	215930084	q25.1	gneg	q25	Path6	-	1	True	173000000	176100000	gneg	0	Path6 : (1;2;12)	1	q25	gneg
Path6 : der(1)t(1;2;12)	215930084	228830084	q31.1	gpos100	q31	Path6	-	1	True	185800000	190800000	gpos100	0	Path6 : (1;2;12)	1	q31	gpos100
Path6 : der(1)t(1;2;12)	228830084	244530084	q32.1	gneg	q32	Path6	-	1	True	198700000	207100000	gneg	0	Path6 : (1;2;12)	1	q32	gneg
Path6 : der(1)t(1;2;12)	244530084	254030084	q41	gpos100	q41	Path6	-	1	True	214400000	223900000	gpos100	0	Path6 : (1;2;12)	1	q41	gpos100
Path6 : der(1)t(1;2;12)	254030084	266530084	q42.11	gneg	q42	Path6	-	1	True	223900000	224400000	gneg	0	Path6 : (1;2;12)	1	q42	gneg
Path6 : der(1)t(1;2;12)	266530084	273630084	q43	gpos75	q43	Path6	-	1	True	236400000	243500000	gpos75	0	Path6 : (1;2;12)	1	q43	gpos100
Path6 : der(1)t(1;2;12)	273630084	279072404	q44	gneg	q44	Path6	-	1	False	243500000	248942320	gneg	0	Path6 : (1;2;12)	1	q44	gneg
Path3 : der(2)t(1;2)	1	12000001	p25.1	gneg	p25	Path3	+	2	False	6900000	12000000	gneg	0	Path3 : (2;1)	2	p25	gneg
Path3 : der(2)t(1;2)	12000001	23800001	p24.1	gpos75	p24	Path3	+	2	False	19000000	23800000	gpos75	0	Path3 : (2;1)	2	p24	gpos100
Path3 : der(2)t(1;2)	23800001	31800001	p23.1	gneg	p23	Path3	+	2	False	29800000	31800000	gneg	0	Path3 : (2;1)	2	p23	gneg
Path3 : der(2)t(1;2)	31800001	41500001	p22.1	gpos50	p22	Path3	+	2	False	38300000	41500000	gpos75	0	Path3 : (2;1)	2	p22	gpos100
Path3 : der(2)t(1;2)	41500001	42730633	p21	gneg	p21	Path3	+	2	False	41500000	42730632	gneg	0	Path3 : (2;1)	2	p21	gneg
Path3 : der(2)t(1;2)	42730633	43963887	p36.21	gpos50	p36	Path3	+	1	True	14320537	15553791	gpos50	0	Path3 : (2;1)	2	p36.2	gpos50
Path3 : der(2)t(1;2)	43963887	47157211	p21	gneg	p21	Path3	+	2	True	44306676	47500000	gneg	0	Path3 : (2;1)	2	p21	gneg
Path3 : der(2)t(1;2)	47157211	60657211	p16.1	gpos100	p16	Path3	+	2	True	54700000	61000000	gpos100	0	Path3 : (2;1)	2	p16	gpos100
Path3 : der(2)t(1;2)	60657211	63557211	p15	gneg	p15	Path3	+	2	True	61000000	63900000	gneg	0	Path3 : (2;1)	2	p15	gneg
Path3 : der(2)t(1;2)	63557211	68057211	p14	gpos50	p14	Path3	+	2	True	63900000	68400000	gpos50	0	Path3 : (2;1)	2	p14	gpos50
Path3 : der(2)t(1;2)	68057211	74457211	p13.1	gneg	p13	Path3	+	2	True	73300000	74800000	gneg	0	Path3 : (2;1)	2	p13	gneg
Path3 : der(2)t(1;2)	74457211	82757211	p12	gpos100	p12	Path3	+	2	True	74800000	83100000	gpos100	0	Path3 : (2;1)	2	p12	gpos100
Path3 : der(2)t(1;2)	82757211	91457211	p11.2	gneg	p11	Path3	+	2	True	83100000	91800000	acen	0	Path3 : (2;1)	2	p11.2	gneg
Path3 : der(2)t(1;2)	91457211	93557211	p11.1	acen	p11	Path3	+	2	True	91800000	93900000	acen	0	Path3 : (2;1)	2	p11.1	acen
Path3 : der(2)t(1;2)	93557211	95657211	q11.1	acen	q11	Path3	+	2	True	93900000	96000000	acen	0	Path3 : (2;1)	2	q11.1	acen
Path3 : der(2)t(1;2)	95657211	101757211	q11.2	gneg	q11	Path3	+	2	True	96000000	102100000	acen	0	Path3 : (2;1)	2	q11.2	gneg
Path3 : der(2)t(1;2)	101757211	108357211	q12.3	gpos25	q12	Path3	+	2	True	106700000	108700000	gpos50	0	Path3 : (2;1)	2	q12	gpos50
Path3 : der(2)t(1;2)	108357211	111857211	q13	gneg	q13	Path3	+	2	True	108700000	112200000	gneg	0	Path3 : (2;1)	2	q13	gneg
Path3 : der(2)t(1;2)	111857211	117757211	q14.1	gpos50	q14	Path3	+	2	True	112200000	118100000	gpos50	0	Path3 : (2;1)	2	q14.1	gpos50
Path3 : der(2)t(1;2)	117757211	121257211	q14.2	gneg	q14	Path3	+	2	True	118100000	121600000	gpos50	0	Path3 : (2;1)	2	q14.2	gneg
Path3 : der(2)t(1;2)	121257211	128757211	q14.3	gpos50	q14	Path3	+	2	True	121600000	129100000	gpos50	0	Path3 : (2;1)	2	q14.3	gpos50
Path3 : der(2)t(1;2)	128757211	135757211	q21.3	gneg	q21	Path3	+	2	True	134300000	136100000	gneg	0	Path3 : (2;1)	2	q21	gneg
Path3 : der(2)t(1;2)	135757211	147557211	q22.3	gpos100	q22	Path3	+	2	True	143400000	147900000	gpos100	0	Path3 : (2;1)	2	q22	gpos100
Path3 : der(2)t(1;2)	147557211	153657211	q23.3	gneg	q23	Path3	+	2	True	149600000	154000000	gneg	0	Path3 : (2;1)	2	q23	gneg
Path3 : der(2)t(1;2)	153657211	168557211	q24.3	gpos75	q24	Path3	+	2	True	162900000	168900000	gpos75	0	Path3 : (2;1)	2	q24	gpos100
Path3 : der(2)t(1;2)	168557211	181757209	q31.3	gneg	q31	Path3	+	2	True	179700000	182100000	gneg	0	Path3 : (2;1)	2	q31	gneg
Path3 : der(2)t(1;2)	181757209	196257209	q32.3	gpos75	q32	Path3	+	2	True	191100000	196600000	gpos75	0	Path3 : (2;1)	2	q32	gpos100
Path3 : der(2)t(1;2)	196257209	207857209	q33.3	gneg	q33	Path3	+	2	True	204100000	208200000	gneg	0	Path3 : (2;1)	2	q33	gneg
Path3 : der(2)t(1;2)	207857209	214157209	q34	gpos100	q34	Path3	+	2	True	208200000	214500000	gpos100	0	Path3 : (2;1)	2	q34	gpos75
Path3 : der(2)t(1;2)	214157209	220357209	q35	gneg	q35	Path3	+	2	True	214500000	220700000	gneg	0	Path3 : (2;1)	2	q35	gneg
Path3 : der(2)t(1;2)	220357209	229757209	q36.3	gpos100	q36	Path3	+	2	True	225200000	230100000	gpos75	0	Path3 : (2;1)	2	q36	gpos75
Path3 : der(2)t(1;2)	229757209	241838566	q37.3	gneg	q37	Path3	+	2	True	236400000	242181357	gneg	0	Path3 : (2;1)	2	q37	gneg
Path4 : der(2)t(1;2)	1	7080315	p36.33	gneg	p36	Path4	-	1	True	19686	2300000	gneg	0	Path4 : (2;1)	2	p36.3	gneg
Path4 : der(2)t(1;2)	7080315	14300851	p36.23	gpos25	p36	Path4	-	1	True	7100000	9100000	gneg	0	Path4 : (2;1)	2	p36.2	gpos50
Path4 : der(2)t(1;2)	14300851	19070217	p21	gneg	p21	Path4	-	2	True	42730633	44306675	gneg	0	Path4 : (2;1)	2	p21	gneg
Path4 : der(2)t(1;2)	19070217	32570217	p16.3	gpos100	p16	Path4	-	2	True	47500000	52600000	gpos100	0	Path4 : (2;1)	2	p16	gpos100
Path4 : der(2)t(1;2)	32570217	35470217	p15	gneg	p15	Path4	-	2	True	61000000	63900000	gneg	0	Path4 : (2;1)	2	p15	gneg
Path4 : der(2)t(1;2)	35470217	39970217	p14	gpos50	p14	Path4	-	2	True	63900000	68400000	gpos50	0	Path4 : (2;1)	2	p14	gpos50
Path4 : der(2)t(1;2)	39970217	46370217	p13.3	gneg	p13	Path4	-	2	True	68400000	71300000	gneg	0	Path4 : (2;1)	2	p13	gneg
Path4 : der(2)t(1;2)	46370217	54670217	p12	gpos100	p12	Path4	-	2	True	74800000	83100000	gpos100	0	Path4 : (2;1)	2	p12	gpos100
Path4 : der(2)t(1;2)	54670217	63370217	p11.2	gneg	p11	Path4	-	2	True	83100000	91800000	acen	0	Path4 : (2;1)	2	p11.2	gneg
Path4 : der(2)t(1;2)	63370217	65470217	p11.1	acen	p11	Path4	-	2	True	91800000	93900000	acen	0	Path4 : (2;1)	2	p11.1	acen
Path4 : der(2)t(1;2)	65470217	67570217	q11.1	acen	q11	Path4	-	2	True	93900000	96000000	acen	0	Path4 : (2;1)	2	q11.1	acen
Path4 : der(2)t(1;2)	67570217	73670217	q11.2	gneg	q11	Path4	-	2	True	96000000	102100000	acen	0	Path4 : (2;1)	2	q11.2	gneg
Path4 : der(2)t(1;2)	73670217	80270217	q12.1	gpos50	q12	Path4	-	2	True	102100000	105300000	gpos25	0	Path4 : (2;1)	2	q12	gpos50
Path4 : der(2)t(1;2)	80270217	83770217	q13	gneg	q13	Path4	-	2	True	108700000	112200000	gneg	0	Path4 : (2;1)	2	q13	gneg
Path4 : der(2)t(1;2)	83770217	89670217	q14.1	gpos50	q14	Path4	-	2	True	112200000	118100000	gpos50	0	Path4 : (2;1)	2	q14.1	gpos50
Path4 : der(2)t(1;2)	89670217	93170217	q14.2	gneg	q14	Path4	-	2	True	118100000	121600000	gpos50	0	Path4 : (2;1)	2	q14.2	gneg
Path4 : der(2)t(1;2)	93170217	100670217	q14.3	gpos50	q14	Path4	-	2	True	121600000	129100000	gpos50	0	Path4 : (2;1)	2	q14.3	gpos50
Path4 : der(2)t(1;2)	100670217	107670217	q21.1	gneg	q21	Path4	-	2	True	129100000	131700000	gneg	0	Path4 : (2;1)	2	q21	gneg
Path4 : der(2)t(1;2)	107670217	119470217	q22.1	gpos100	q22	Path4	-	2	True	136100000	141500000	gpos100	0	Path4 : (2;1)	2	q22	gpos100
Path4 : der(2)t(1;2)	119470217	125570217	q23.1	gneg	q23	Path4	-	2	True	147900000	149000000	gneg	0	Path4 : (2;1)	2	q23	gneg
Path4 : der(2)t(1;2)	125570217	140470217	q24.1	gpos75	q24	Path4	-	2	True	154000000	158900000	gpos75	0	Path4 : (2;1)	2	q24	gpos100
Path4 : der(2)t(1;2)	140470217	144578789	q31.1	gneg	q31	Path4	-	2	True	168900000	173008572	gneg	0	Path4 : (2;1)	2	q31	gneg
Path4 : der(2)t(1;2)	144578789	146408918	q31.1	gneg	q31	Path4	+	2	True	173008573	174838702	gneg	0	Path4 : (2;1)	2	q31	gneg
Path4 : der(2)t(1;2)	146408918	153670215	q31.1	gneg	q31	Path4	-	2	True	174838703	177100000	gneg	0	Path4 : (2;1)	2	q31	gneg
Path4 : der(2)t(1;2)	153670215	168170215	q32.1	gpos75	q32	Path4	-	2	True	182100000	188500000	gpos75	0	Path4 : (2;1)	2	q32	gpos100
Path4 : der(2)t(1;2)	168170215	179770215	q33.1	gneg	q33	Path4	-	2	True	196600000	202500000	gneg	0	Path4 : (2;1)	2	q33	gneg
Path4 : der(2)t(1;2)	179770215	186070215	q34	gpos100	q34	Path4	-	2	True	208200000	214500000	gpos100	0	Path4 : (2;1)	2	q34	gpos75
Path4 : der(2)t(1;2)	186070215	192270215	q35	gneg	q35	Path4	-	2	True	214500000	220700000	gneg	0	Path4 : (2;1)	2	q35	gneg
Path4 : der(2)t(1;2)	192270215	201670215	q36.1	gpos75	q36	Path4	-	2	True	220700000	224300000	gpos100	0	Path4 : (2;1)	2	q36	gpos75
Path4 : der(2)t(1;2)	201670215	213751572	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : (2;1)	2	q37	gneg
Path10 : der(3)t(3;14)	1	8082563	p26.3	gpos50	p26	Path10	-	3	True	17438	2800000	gpos50	0	Path10 : (3;14)	3	p26	gpos75
Path10 : der(3)t(3;14)	8082563	16282563	p25.3	gneg	p25	Path10	-	3	True	8100000	11600000	gneg	0	Path10 : (3;14)	3	p25	gneg
Path10 : der(3)t(3;14)	16282563	30782563	p24.3	gpos100	p24	Path10	-	3	True	16300000	23800000	gpos75	0	Path10 : (3;14)	3	p24	gpos100
Path10 : der(3)t(3;14)	30782563	31982563	p23	gneg	p23	Path10	-	3	True	30800000	32000000	gneg	0	Path10 : (3;14)	3	p23	gneg
Path10 : der(3)t(3;14)	31982563	43582563	p22.3	gpos50	p22	Path10	-	3	True	32000000	36400000	gpos75	0	Path10 : (3;14)	3	p22	gpos50
Path10 : der(3)t(3;14)	43582563	54382563	p21.33	gneg	p21	Path10	-	3	True	43600000	44100000	gneg	0	Path10 : (3;14)	3	p21	gneg
Path10 : der(3)t(3;14)	54382563	69682563	p14.3	gpos50	p14	Path10	-	3	True	54400000	58600000	gpos50	0	Path10 : (3;14)	3	p14	gpos75
Path10 : der(3)t(3;14)	69682563	74082563	p13	gneg	p13	Path10	-	3	True	69700000	74100000	gneg	0	Path10 : (3;14)	3	p13	gneg
Path10 : der(3)t(3;14)	74082563	87691888	p12.3	gpos75	p12	Path10	-	3	True	74100000	79800000	gpos75	0	Path10 : (3;14)	3	p12	gpos75
Path10 : der(3)t(3;14)	87691888	91491888	p11.2	gneg	p11	Path10	-	3	True	87100000	87800000	acen	0	Path10 : (3;14)	3	p11	acen
Path10 : der(3)t(3;14)	91491888	94591888	q11.1	acen	q11	Path10	-	3	True	90900000	94000000	acen	0	Path10 : (3;14)	3	q11.1	acen
Path10 : der(3)t(3;14)	94591888	99191888	q11.2	gvar	q11	Path10	-	3	True	94000000	98600000	acen	0	Path10 : (3;14)	3	q11.2	acen
Path10 : der(3)t(3;14)	99191888	103691888	q12.1	gneg	q12	Path10	-	3	True	98600000	100300000	gneg	0	Path10 : (3;14)	3	q12	gneg
Path10 : der(3)t(3;14)	103691888	112191888	q13.11	gpos75	q13	Path10	-	3	True	103100000	106500000	gpos75	0	Path10 : (3;14)	3	q13.1	gpos75
Path10 : der(3)t(3;14)	112191888	114291888	q13.2	gneg	q13	Path10	-	3	True	111600000	113700000	gpos75	0	Path10 : (3;14)	3	q13.2	gneg
Path10 : der(3)t(3;14)	114291888	122791888	q13.31	gpos75	q13	Path10	-	3	True	113700000	117600000	gpos75	0	Path10 : (3;14)	3	q13.3	gpos75
Path10 : der(3)t(3;14)	122791888	130091888	q21.1	gneg	q21	Path10	-	3	True	122200000	124100000	gneg	0	Path10 : (3;14)	3	q21	gneg
Path10 : der(3)t(3;14)	130091888	139591888	q22.1	gpos25	q22	Path10	-	3	True	129500000	134000000	gpos25	0	Path10 : (3;14)	3	q22	gpos25
Path10 : der(3)t(3;14)	139591888	143691888	q23	gneg	q23	Path10	-	3	True	139000000	143100000	gneg	0	Path10 : (3;14)	3	q23	gneg
Path10 : der(3)t(3;14)	143691888	149791888	q24	gpos100	q24	Path10	-	3	True	143100000	149200000	gpos100	0	Path10 : (3;14)	3	q24	gpos75
Path10 : der(3)t(3;14)	149791888	161591888	q25.1	gneg	q25	Path10	-	3	True	149200000	152300000	gneg	0	Path10 : (3;14)	3	q25	gneg
Path10 : der(3)t(3;14)	161591888	168491888	q26.1	gpos100	q26	Path10	-	3	True	161000000	167900000	gpos75	0	Path10 : (3;14)	3	q26.1	gpos100
Path10 : der(3)t(3;14)	168491888	171791888	q26.2	gneg	q26	Path10	-	3	True	167900000	171200000	gpos75	0	Path10 : (3;14)	3	q26.2	gneg
Path10 : der(3)t(3;14)	171791888	183591888	q26.31	gpos75	q26	Path10	-	3	True	171200000	176000000	gpos75	0	Path10 : (3;14)	3	q26.3	gpos100
Path10 : der(3)t(3;14)	183591888	188791888	q27.1	gneg	q27	Path10	-	3	True	183000000	184800000	gneg	0	Path10 : (3;14)	3	q27	gneg
Path10 : der(3)t(3;14)	188791888	193191888	q28	gpos75	q28	Path10	-	3	True	188200000	192600000	gpos75	0	Path10 : (3;14)	3	q28	gpos50
Path10 : der(3)t(3;14)	193191888	195104390	q29	gneg	q29	Path10	-	3	True	192600000	194512502	gneg	0	Path10 : (3;14)	3	q29	gneg
Path10 : der(3)t(3;14)	195104390	199161393	q23.2	gneg	q23	Path10	-	14	True	63342996	64123995	gneg	0	Path10 : (3;14)	3	q23	gpos50
Path10 : der(3)t(3;14)	199161393	210561393	q24.1	gneg	q24	Path10	-	14	True	67400000	69800000	gneg	0	Path10 : (3;14)	3	q24	gneg
Path10 : der(3)t(3;14)	210561393	221061393	q31.1	gpos100	q31	Path10	-	14	True	78800000	83100000	gpos100	0	Path10 : (3;14)	3	q31	gpos100
Path10 : der(3)t(3;14)	221061393	238634675	q32.11	gneg	q32	Path10	-	14	True	89300000	91400000	gneg	0	Path10 : (3;14)	3	q32	gneg
Path7 : 3	1	8082563	p26.1	gpos50	p26	Path7	+	3	True	4000000	8100000	gpos50	0	Path7 : 3	3	p26	gpos75
Path7 : 3	8082563	16282563	p25.1	gneg	p25	Path7	+	3	True	13200000	16300000	gneg	0	Path7 : 3	3	p25	gneg
Path7 : 3	16282563	30782563	p24.1	gpos75	p24	Path7	+	3	True	26300000	30800000	gpos100	0	Path7 : 3	3	p24	gpos100
Path7 : 3	30782563	31982563	p23	gneg	p23	Path7	+	3	True	30800000	32000000	gneg	0	Path7 : 3	3	p23	gneg
Path7 : 3	31982563	43582563	p22.1	gpos75	p22	Path7	+	3	True	39300000	43600000	gpos50	0	Path7 : 3	3	p22	gpos50
Path7 : 3	43582563	54382563	p21.1	gneg	p21	Path7	+	3	True	52300000	54400000	gneg	0	Path7 : 3	3	p21	gneg
Path7 : 3	54382563	69682563	p14.1	gpos50	p14	Path7	+	3	True	63800000	69700000	gpos50	0	Path7 : 3	3	p14	gpos75
Path7 : 3	69682563	74082563	p13	gneg	p13	Path7	+	3	True	69700000	74100000	gneg	0	Path7 : 3	3	p13	gneg
Path7 : 3	74082563	87079215	p12.1	gpos75	p12	Path7	+	3	True	84690726	87100000	gpos75	0	Path7 : 3	3	p12	gpos75
Path7 : 3	87079215	90879215	p11.1	acen	p11	Path7	+	3	True	87800000	90900000	acen	0	Path7 : 3	3	p11	acen
Path7 : 3	90879215	93979215	q11.1	acen	q11	Path7	+	3	True	90900000	94000000	acen	0	Path7 : 3	3	q11.1	acen
Path7 : 3	93979215	98579215	q11.2	gvar	q11	Path7	+	3	True	94000000	98600000	acen	0	Path7 : 3	3	q11.2	acen
Path7 : 3	98579215	103079215	q12.3	gneg	q12	Path7	+	3	True	101200000	103100000	gneg	0	Path7 : 3	3	q12	gneg
Path7 : 3	103079215	111579215	q13.13	gpos50	q13	Path7	+	3	True	108200000	111600000	gpos75	0	Path7 : 3	3	q13.1	gpos75
Path7 : 3	111579215	113679215	q13.2	gneg	q13	Path7	+	3	True	111600000	113700000	gpos75	0	Path7 : 3	3	q13.2	gneg
Path7 : 3	113679215	122179215	q13.33	gpos75	q13	Path7	+	3	True	119300000	122200000	gpos75	0	Path7 : 3	3	q13.3	gpos75
Path7 : 3	122179215	129479215	q21.3	gneg	q21	Path7	+	3	True	126100000	129500000	gneg	0	Path7 : 3	3	q21	gneg
Path7 : 3	129479215	138979215	q22.3	gpos25	q22	Path7	+	3	True	136000000	139000000	gpos25	0	Path7 : 3	3	q22	gpos25
Path7 : 3	138979215	143079215	q23	gneg	q23	Path7	+	3	True	139000000	143100000	gneg	0	Path7 : 3	3	q23	gneg
