chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path3 : der(2)t(1;2)	43963887	241838566	q37.3	gneg	q37	Path3	+	2	True	236400000	242181357	gneg	0	Path3 : (2;1)	2	q37	gneg	12081357	142901226.5
Path30 : 15	1	101976510	q26.3	gneg	q26	Path30	-	15	False	98000000	101976509	gneg	0	Path30 : 15	15	q26.3	gneg	3976509	50988255.5
Path31 : 16	1	90224750	q24.3	gneg	q24	Path31	+	16	True	88700000	90224751	gneg	0	Path31 : 16	16	q24	gneg	6124751	45112375.5
Path32 : 16	1	90224750	q24.1	gneg	q24	Path32	-	16	True	84100000	87000000	gneg	0	Path32 : 16	16	q24	gneg	6124751	45112375.5
Path33 : 17	1	83246393	q25.3	gneg	q25	Path33	+	17	False	77200000	83246392	gneg	0	Path33 : 17	17	q25	gneg	10346392	41623197.0
Path34 : 17	1	83246393	q25.1	gneg	q25	Path34	-	17	True	72900000	76800000	gneg	0	Path34 : 17	17	q25	gneg	10346392	41623197.0
Path35 : 18	1	80209195	q23	gneg	q23	Path35	+	18	True	75400000	80243011	gneg	0	Path35 : 18	18	q23	gneg	4843011	40104598.0
Path36 : 18	1	81965344	q23	gneg	q23	Path36	-	18	False	75400000	80243011	gneg	0	Path36 : 18	18	q23	gneg	4843011	40982672.5
Path37 : 19	1	58605716	q13.43	gpos25	q13	Path37	+	19	False	55800000	58605715	gneg	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64333719	q13.33	gneg	q13	Path39	+	20	False	59700000	64333718	gneg	0	Path39 : 20	20	q13.3	gneg	7933718	32166860.0
Path4 : der(2)t(1;2)	1	14300851	p36.23	gpos25	p36	Path4	-	1	True	7100000	9100000	gneg	0	Path4 : (2;1)	2	p36.2	gpos50	7220536	7150426.0
Path4 : der(2)t(1;2)	14300851	213751572	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : (2;1)	2	q37	gneg	12081357	114026211.5
Path40 : 20	1	64333719	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 21	1	46697231	q22.3	gneg	q22	Path41	+	21	False	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 21	1	46697231	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 22	1	50805586	q13.33	gneg	q13	Path43	+	22	True	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402793.5
Path44 : 22	1	50805586	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402793.5
Path45 : X	1	156025613	q28	gneg	q28	Path45	+	X	False	148000000	156025612	gneg	0	Path45 : X	23	q28	gneg	8025612	78012807.0
Path46 : Y	1	57212133	q12	gvar	q12	Path46	+	Y	False	26600000	57212132	gvar	0	Path46 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 12	1	133218865	q24.31	gneg	q24	Path5	-	12	True	120300000	121294373	gneg	0	Path5 : 12	12	q24.3	gneg	12958007	66609433.0
Path6 : der(1)t(1;2;12)	1	44306675	p21	gneg	p21	Path6	-	2	True	41500000	42730632	gneg	0	Path6 : (1;2;12)	1	p21	gneg	2806674	22153338.0
Path6 : der(1)t(1;2;12)	44306675	105109986	p31.3	gpos50	p31	Path6	-	1	True	60800000	68500000	gpos100	0	Path6 : (1;2;12)	1	p31	gpos100	15557103	74708330.5
Path6 : der(1)t(1;2;12)	105109986	106325188	q24.31	gneg	q24	Path6	-	12	True	120300000	121294373	gneg	0	Path6 : (1;2;12)	1	q24.3	gneg	994373	105717587.0
Path6 : der(1)t(1;2;12)	106325188	279072404	q44	gneg	q44	Path6	-	1	False	243500000	248942320	gneg	0	Path6 : (1;2;12)	1	q44	gneg	5442320	192698796.0
Path7 : 3	1	198196766	q29	gneg	q29	Path7	+	3	True	195520683	198217553	gneg	0	Path7 : 3	3	q29	gneg	5617551	99098383.5
Path8 : der(14)t(3;14)	1	64123995	q23.1	gpos75	q23	Path8	-	14	True	57600000	61600000	gneg	0	Path8 : (14;3)	14	q23	gpos50	6523994	32061998.0
Path8 : der(14)t(3;14)	64123995	66820865	q29	gneg	q29	Path8	-	3	False	195520683	198217553	gneg	0	Path8 : (14;3)	14	q29	gneg	2696870	65472430.0
Path9 : der(14)t(3;14)	1	63342996	q23.2	gneg	q23	Path9	+	14	False	61600000	63342995	gneg	0	Path9 : (14;3)	14	q23	gpos50	5742995	31671498.5
Path9 : der(14)t(3;14)	63342996	64351175	q29	gneg	q29	Path9	+	3	True	194512503	195520682	gneg	0	Path9 : (14;3)	14	q29	gneg	1008179	63847085.5
Path9 : der(14)t(3;14)	64351175	107100461	q32.33	gneg	q32	Path9	+	14	True	103500000	106873282	gneg	0	Path9 : (14;3)	14	q32	gneg	17573282	85725818.0
