chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path3 : 2	1	242181358	q37.3	gneg	q37	Path3	+	2	False	236400000	242181357	gneg	0	Path3 : 2	2	q37	gneg	12081357	121090679.5
Path30 : der(X)t(14;X)	1	100139868	q22.1	gneg	q22	Path30	-	X	True	99100000	100139867	gneg	0	Path30 : (23;14)	23	q22	gneg	1039867	50069934.5
Path30 : der(X)t(14;X)	100139868	168707280	q32.11	gneg	q32	Path30	-	14	True	89300000	91400000	gneg	0	Path30 : (23;14)	23	q32	gneg	17573282	134423574.0
Path31 : X	1	156025612	q28	gneg	q28	Path31	+	X	True	148000000	156025612	gneg	0	Path31 : X	23	q28	gneg	8025612	78012806.5
Path32 : der(14)t(14;X)	1	40639811	q21.1	gpos100	q21	Path32	-	14	True	37400000	38305868	gpos100	0	Path32 : (23;14)	14	q21	gpos100	3239810	20319906.0
Path32 : der(14)t(14;X)	40639811	96525555	q28	gneg	q28	Path32	-	X	False	148000000	156025612	gneg	0	Path32 : (23;14)	14	q28	gneg	8025612	68582683.0
Path33 : 16	1	90182843	q24.3	gneg	q24	Path33	+	16	True	88700000	90220072	gneg	0	Path33 : 16	16	q24	gneg	6112862	45091422.0
Path34 : 16	1	92694510	q24.1	gneg	q24	Path34	-	16	True	84100000	84609571	gneg	0	Path34 : 16	16	q24	gneg	6112862	46347255.5
Path35 : 17	1	83246393	q25.3	gneg	q25	Path35	+	17	False	77200000	83246392	gneg	0	Path35 : 17	17	q25	gneg	10346392	41623197.0
Path36 : 17	1	83246393	q25.1	gneg	q25	Path36	-	17	True	72900000	76800000	gneg	0	Path36 : 17	17	q25	gneg	10346392	41623197.0
Path37 : 18	1	80256375	q23	gneg	q23	Path37	+	18	False	75400000	80256374	gneg	0	Path37 : 18	18	q23	gneg	4856374	40128188.0
Path38 : 18	1	80256375	q23	gneg	q23	Path38	-	18	False	75400000	80256374	gneg	0	Path38 : 18	18	q23	gneg	4856374	40128188.0
Path39 : 19	1	58605716	q13.43	gpos25	q13	Path39	+	19	False	55800000	58605715	gneg	0	Path39 : 19	19	q13.4	gpos25	7705715	29302858.5
Path4 : 2	1	242181358	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg	12081357	121090679.5
Path40 : 19	1	58605716	q13.41	gpos25	q13	Path40	-	19	True	50900000	53100000	gpos25	0	Path40 : 19	19	q13.4	gpos25	7705715	29302858.5
Path41 : 20	1	64333719	q13.33	gneg	q13	Path41	+	20	False	59700000	64333718	gneg	0	Path41 : 20	20	q13.3	gneg	7933718	32166860.0
Path42 : 20	1	64333719	q13.31	gneg	q13	Path42	-	20	True	56400000	57800000	gneg	0	Path42 : 20	20	q13.3	gneg	7933718	32166860.0
Path43 : 21	1	46697231	q22.3	gneg	q22	Path43	+	21	False	41200000	46697230	gneg	0	Path43 : 21	21	q22	gneg	16497230	23348616.0
Path44 : 21	1	46697231	q22.11	gneg	q22	Path44	-	21	True	30200000	34400000	gneg	0	Path44 : 21	21	q22	gneg	16497230	23348616.0
Path45 : 22	1	40285211	q13.33	gneg	q13	Path45	+	22	True	49100000	50804577	gneg	0	Path45 : 22	22	q13	gneg	13604577	20142606.0
Path46 : 22	1	41968313	q13.1	gneg	q13	Path46	-	22	True	37200000	40600000	gneg	0	Path46 : 22	22	q13	gneg	13604577	20984157.0
Path5 : 3	1	198158098	q29	gneg	q29	Path5	+	3	True	192600000	198217553	gneg	0	Path5 : 3	3	q29	gneg	5617553	99079049.5
Path6 : 3	1	201300211	q29	gneg	q29	Path6	-	3	False	192600000	198217553	gneg	0	Path6 : 3	3	q29	gneg	5617553	100650106.0
Path7 : 4	1	190202565	q35.2	gpos25	q35	Path7	+	4	False	186200000	190202564	gneg	0	Path7 : 4	4	q35	gneg	7902564	95101283.0
Path8 : 4	1	190202565	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7902564	95101283.0
Path9 : 5	1	181472713	q35.3	gneg	q35	Path9	+	5	True	177100000	181472714	gneg	0	Path9 : 5	5	q35	gneg	12472714	90736357.0
