chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path34 : 17	1	83246393	q25.1	gneg	q25	Path34	-	17	True	72900000	76800000	gneg	0	Path34 : 17	17	q25	gneg	10346392	41623197.0
Path35 : 18	1	80218690	q23	gneg	q23	Path35	+	18	True	75400000	80243011	gneg	0	Path35 : 18	18	q23	gneg	4843011	40109345.5
Path36 : 18	1	83486592	q23	gneg	q23	Path36	-	18	False	75400000	80243011	gneg	0	Path36 : 18	18	q23	gneg	4843011	41743296.5
Path37 : 19	1	58605716	q13.43	gpos25	q13	Path37	+	19	False	55800000	58605715	gneg	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64333719	q13.33	gneg	q13	Path39	+	20	False	59700000	64333718	gneg	0	Path39 : 20	20	q13.3	gneg	7933718	32166860.0
Path4 : 2	1	242181358	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg	12081357	121090679.5
Path40 : 20	1	64333719	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 21	1	46697231	q22.3	gneg	q22	Path41	+	21	False	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 21	1	46697231	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 22	1	50805588	q13.33	gneg	q13	Path43	+	22	False	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : 22	1	50805588	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : X	1	156025613	q28	gneg	q28	Path45	+	X	False	148000000	156025612	gneg	0	Path45 : X	23	q28	gneg	8025612	78012807.0
Path46 : Y	1	57212133	q12	gvar	q12	Path46	+	Y	False	26600000	57212132	gvar	0	Path46 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 3	1	198194923	q29	gneg	q29	Path5	+	3	True	192600000	198217553	gneg	0	Path5 : 3	3	q29	gneg	5617553	99097462.0
Path6 : 3	1	193836587	q29	gneg	q29	Path6	-	3	False	192600000	198217553	gneg	0	Path6 : 3	3	q29	gneg	5617553	96918294.0
Path7 : 4	1	190202565	q35.2	gpos25	q35	Path7	+	4	False	186200000	190202564	gneg	0	Path7 : 4	4	q35	gneg	7902564	95101283.0
Path8 : 4	1	190202565	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7902564	95101283.0
Path9 : 5	1	181324717	q35.3	gneg	q35	Path9	+	5	True	181323131	181466351	gneg	0	Path9 : 5	5	q35	gneg	12451393	90662359.0
