chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path37 : 19	1	58605716	q13.41	gpos25	q13	Path37	-	19	True	50900000	53100000	gpos25	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 20	1	64225601	q13.33	gneg	q13	Path38	+	20	True	59700000	64331433	gneg	0	Path38 : 20	20	q13.3	gneg	7931433	32112801.0
Path39 : 20	1	68489108	q13.31	gneg	q13	Path39	-	20	True	56400000	57800000	gneg	0	Path39 : 20	20	q13.3	gneg	7931433	34244554.5
Path4 : 3	1	198159314	q29	gneg	q29	Path4	+	3	True	192600000	198217553	gneg	0	Path4 : 3	3	q29	gneg	5617553	99079657.5
Path40 : 21	1	46697231	q22.3	gneg	q22	Path40	+	21	False	41200000	46697230	gneg	0	Path40 : 21	21	q22	gneg	16497230	23348616.0
Path41 : 21	1	46697231	q22.11	gneg	q22	Path41	-	21	True	30200000	34400000	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 22	1	50805588	q13.33	gneg	q13	Path42	+	22	False	49100000	50805587	gneg	0	Path42 : 22	22	q13	gneg	13605587	25402794.5
Path43 : 22	1	50805588	q13.1	gneg	q13	Path43	-	22	True	37200000	40600000	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : X	1	156025613	q28	gneg	q28	Path44	+	X	False	148000000	156025612	gneg	0	Path44 : X	23	q28	gneg	8025612	78012807.0
Path45 : Y	1	57212133	q12	gvar	q12	Path45	+	Y	False	26600000	57212132	gvar	0	Path45 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 3	1	201115519	q29	gneg	q29	Path5	-	3	False	192600000	198217553	gneg	0	Path5 : 3	3	q29	gneg	5617553	100557760.0
Path6 : 4	1	190202565	q35.2	gpos25	q35	Path6	+	4	False	186200000	190202564	gneg	0	Path6 : 4	4	q35	gneg	7902564	95101283.0
Path7 : 4	1	190202565	q35.1	gneg	q35	Path7	-	4	True	182300000	186200000	gpos25	0	Path7 : 4	4	q35	gneg	7902564	95101283.0
Path8 : 5	1	181445134	q35.3	gneg	q35	Path8	+	5	True	177100000	181466351	gneg	0	Path8 : 5	5	q35	gneg	12466351	90722567.5
Path9 : der(7)t(5;7)	1	54614946	p12.3	gpos75	p12	Path9	+	7	True	45400000	46787011	gpos75	0	Path9 : (7;5)	7	p12	gpos75	1387011	27307473.5
Path9 : der(7)t(5;7)	54614946	61273005	q31.1	gneg	q31	Path9	+	5	True	131200000	132324107	gneg	0	Path9 : (7;5)	7	q31	gneg	1124107	57943975.5
Path9 : der(7)t(5;7)	61273005	164338205	q36.3	gneg	q36	Path9	+	7	True	155200000	159329464	gneg	0	Path9 : (7;5)	7	q36	gneg	11129464	112805605.0
