chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path3 : 1	1	121584651	p11.2	gneg	p11	Path3	+	1	True	120400000	121608073	gneg	2	Path3 : 1	1	p11	acen	1208073	60792326.0
Path30 : 14	1	93565120	q32.11	gneg	q32	Path30	-	14	True	89300000	91400000	gneg	0	Path30 : 14	14	q32	gneg	20275480	46782560.5
Path31 : 15	1	101976508	q26.3	gneg	q26	Path31	+	15	True	98000000	101976509	gneg	0	Path31 : 15	15	q26.3	gneg	3976509	50988254.5
Path32 : 15	1	101976508	q26.3	gneg	q26	Path32	-	15	False	98000000	101976509	gneg	0	Path32 : 15	15	q26.3	gneg	3976509	50988254.5
Path33 : 17	1	83151663	q25.3	gneg	q25	Path33	+	17	True	77200000	83240673	gneg	0	Path33 : 17	17	q25	gneg	10340673	41575832.0
Path34 : 17	1	84422073	q25.1	gneg	q25	Path34	-	17	True	72900000	76800000	gneg	0	Path34 : 17	17	q25	gneg	10340673	42211037.0
Path35 : 18	1	80185152	q23	gneg	q23	Path35	+	18	True	75400000	80243011	gneg	0	Path35 : 18	18	q23	gneg	4843011	40092576.5
Path36 : 18	1	86281932	q23	gneg	q23	Path36	-	18	False	75400000	80243011	gneg	0	Path36 : 18	18	q23	gneg	4843011	43140966.5
Path37 : 19	1	58605716	q13.43	gpos25	q13	Path37	+	19	False	55800000	58605715	gneg	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64245373	q13.33	gneg	q13	Path39	+	20	True	59700000	64331433	gneg	0	Path39 : 20	20	q13.3	gneg	7931433	32122687.0
Path4 : 2	1	242126925	q37.3	gneg	q37	Path4	+	2	True	236400000	242175920	gneg	0	Path4 : 2	2	q37	gneg	12075920	121063463.0
Path40 : 20	1	68557033	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7931433	34278517.0
Path41 : 21	1	46697231	q22.3	gneg	q22	Path41	+	21	False	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 21	1	46697231	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 22	1	50805588	q13.33	gneg	q13	Path43	+	22	False	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : 22	1	50805588	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : X	1	156025613	q28	gneg	q28	Path45	+	X	False	148000000	156025612	gneg	0	Path45 : X	23	q28	gneg	8025612	78012807.0
Path46 : Y	1	57212133	q12	gvar	q12	Path46	+	Y	False	26600000	57212132	gvar	0	Path46 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 2	1	246186191	q37.1	gneg	q37	Path5	-	2	True	230100000	234700000	gneg	0	Path5 : 2	2	q37	gneg	12075920	123093096.0
Path6 : 3	1	198183976	q29	gneg	q29	Path6	+	3	True	192600000	198217553	gneg	0	Path6 : 3	3	q29	gneg	5617553	99091988.5
Path7 : 7	1	151717735	q36.3	gneg	q36	Path7	+	7	True	157627636	159329464	gneg	0	Path7 : 7	7	q36	gneg	11106760	75858868.0
Path8 : 7	1	274953284	q36.1	gneg	q36	Path8	-	7	True	148200000	150214081	gneg	0	Path8 : 7	7	q36	gneg	11106760	137476642.5
Path9 : der(3)t(3;7)	1	141348449	q22.1	gpos25	q22	Path9	-	3	True	129500000	130684428	gpos25	0	Path9 : (3;7)	3	q22	gpos25	1184428	70674225.0
Path9 : der(3)t(3;7)	141348449	148864007	p12.3	gpos75	p12	Path9	-	7	True	45400000	45898341	gpos75	0	Path9 : (3;7)	3	p12	gpos75	498341	145106228.0
Path9 : der(3)t(3;7)	148864007	216397131	q29	gneg	q29	Path9	-	3	False	192600000	198217553	gneg	0	Path9 : (3;7)	3	q29	gneg	5617553	182630569.0
