chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path32 : 16	1	90224750	q24.1	gneg	q24	Path32	-	16	True	84100000	87000000	gneg	0	Path32 : 16	16	q24	gneg	6124751	45112375.5
Path33 : 17	1	83246393	q25.3	gneg	q25	Path33	+	17	False	77200000	83246392	gneg	0	Path33 : 17	17	q25	gneg	10346392	41623197.0
Path34 : 17	1	83246393	q25.1	gneg	q25	Path34	-	17	True	72900000	76800000	gneg	0	Path34 : 17	17	q25	gneg	10346392	41623197.0
Path35 : 18	1	80256372	q23	gneg	q23	Path35	+	18	True	75400000	80256374	gneg	0	Path35 : 18	18	q23	gneg	4856374	40128186.5
Path36 : 18	1	80256372	q23	gneg	q23	Path36	-	18	False	75400000	80256374	gneg	0	Path36 : 18	18	q23	gneg	4856374	40128186.5
Path37 : 19	1	58605716	q13.43	gpos25	q13	Path37	+	19	False	55800000	58605715	gneg	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64333719	q13.33	gneg	q13	Path39	+	20	False	59700000	64333718	gneg	0	Path39 : 20	20	q13.3	gneg	7933718	32166860.0
Path4 : der(2)t(2;3)	1	10937392	p25.3	gneg	p25	Path4	-	3	True	8100000	10937392	gneg	0	Path4 : (2;3)	2	p25	gneg	2837392	5468696.5
Path4 : der(2)t(2;3)	10937392	228755419	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : (2;3)	2	q37	gneg	12075920	119846405.5
Path40 : 20	1	64333719	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 21	1	46697231	q22.3	gneg	q22	Path41	+	21	False	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 21	1	46697231	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 22	1	50805588	q13.33	gneg	q13	Path43	+	22	False	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : 22	1	50805588	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : X	1	156025613	q28	gneg	q28	Path45	+	X	False	148000000	156025612	gneg	0	Path45 : X	23	q28	gneg	8025612	78012807.0
Path46 : Y	1	57212133	q12	gvar	q12	Path46	+	Y	False	26600000	57212132	gvar	0	Path46 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : der(3)t(2;3)	1	2071497	p26.3	gpos50	p26	Path5	+	3	False	0	2071496	gpos50	0	Path5 : (3;2)	3	p26	gpos75	2071496	1035749.0
Path5 : der(3)t(2;3)	2071497	9968841	p24.2	gneg	p24	Path5	+	2	True	16500000	18215667	gpos75	0	Path5 : (3;2)	3	p24	gpos100	6215667	6020169.0
Path5 : der(3)t(2;3)	9968841	197262044	q29	gneg	q29	Path5	+	3	True	192600000	198230596	gneg	0	Path5 : (3;2)	3	q29	gneg	5630596	103615442.5
Path6 : der(3)t(2;3)	1	10296259	p25.3	gneg	p25	Path6	-	2	True	22064	4400000	gneg	0	Path6 : (3;2)	3	p25	gneg	10296258	5148130.0
Path6 : der(3)t(2;3)	10296259	206455357	q29	gneg	q29	Path6	-	3	False	192600000	198230596	gneg	0	Path6 : (3;2)	3	q29	gneg	5630596	108375808.0
Path7 : 4	1	190202565	q35.2	gpos25	q35	Path7	+	4	False	186200000	190202564	gneg	0	Path7 : 4	4	q35	gneg	7902564	95101283.0
Path8 : 4	1	190202565	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7902564	95101283.0
Path9 : 5	1	181425714	q35.3	gneg	q35	Path9	+	5	True	177100000	181466351	gneg	0	Path9 : 5	5	q35	gneg	12466351	90712857.5
