chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64333719	q13.33	gneg	q13	Path39	+	20	False	59700000	64333718	gneg	0	Path39 : 20	20	q13.3	gneg	7933718	32166860.0
Path4 : der(1)t(1;12)	1	32761439	p35.3	gpos25	p35	Path4	-	1	True	27600000	29900000	gpos25	0	Path4 : (1;12)	1	p35	gpos25	5181124	16380720.0
Path4 : der(1)t(1;12)	32761439	34171843	q21.1	gpos75	q21	Path4	-	12	True	75189552	75300000	gneg	0	Path4 : (1;12)	1	q21	gpos100	1410404	33466641.0
Path4 : der(1)t(1;12)	34171843	35665970	p35.2	gneg	p35	Path4	-	1	True	31394481	32300000	gpos25	0	Path4 : (1;12)	1	p35	gpos25	1494127	34918906.5
Path4 : der(1)t(1;12)	35665970	44745111	q21.1	gpos75	q21	Path4	-	12	True	71100000	75176690	gneg	0	Path4 : (1;12)	1	q21	gpos100	6056617	40205540.5
Path4 : der(1)t(1;12)	44745111	260779697	q44	gneg	q44	Path4	-	1	False	243500000	248942320	gneg	0	Path4 : (1;12)	1	q44	gneg	5442320	152762404.0
Path40 : 20	1	64333719	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 21	1	46697229	q22.3	gneg	q22	Path41	+	21	True	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348615.0
Path42 : 21	1	46697229	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348615.0
Path43 : 22	1	50805588	q13.33	gneg	q13	Path43	+	22	False	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : 22	1	50805588	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : X	1	156006857	q28	gneg	q28	Path45	+	X	True	148000000	156020370	gneg	0	Path45 : X	23	q28	gneg	8020370	78003429.0
Path46 : X	1	154311287	q28	gneg	q28	Path46	-	X	False	148000000	156020370	gneg	0	Path46 : X	23	q28	gneg	8020370	77155644.0
Path5 : 11	1	141165968	q25	gneg	q25	Path5	-	11	False	130900000	135068991	gneg	0	Path5 : 11	11	q25	gneg	4168991	70582984.5
Path6 : 2	1	230160091	q37.1	gneg	q37	Path6	-	2	True	230100000	234700000	gneg	0	Path6 : 2	2	q37	gneg	12075920	115080046.0
Path7 : der(11)t(2;11)	1	10084138	p15.4	gpos50	p15	Path7	+	11	True	2800000	10146370	gneg	0	Path7 : (11;2)	11	p15	gneg	10084137	5042069.5
Path7 : der(11)t(2;11)	10084138	19498388	q24.3	gpos75	q24	Path7	+	2	True	162900000	163423853	gpos75	0	Path7 : (11;2)	11	q24	gpos100	9414250	14791263.0
Path7 : der(11)t(2;11)	19498388	144403420	q25	gneg	q25	Path7	+	11	True	130900000	135068991	gneg	0	Path7 : (11;2)	11	q25	gneg	4168991	81950904.0
Path8 : 2	1	242144188	q37.3	gneg	q37	Path8	+	2	True	236400000	242175920	gneg	0	Path8 : 2	2	q37	gneg	12075920	121072094.5
Path9 : 3	1	198198250	q29	gneg	q29	Path9	+	3	True	192600000	198217553	gneg	0	Path9 : 3	3	q29	gneg	5617553	99099125.5
