chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path3 : 2	1	242181358	q37.3	gneg	q37	Path3	+	2	False	236400000	242181357	gneg	0	Path3 : 2	2	q37	gneg	12081357	121090679.5
Path30 : 15	1	93918676	q26.3	gneg	q26	Path30	-	15	True	98000000	101609126	gneg	0	Path30 : 15	15	q26.3	gneg	3958171	46959338.5
Path31 : 16	1	90224750	q24.3	gneg	q24	Path31	+	16	True	88700000	90224751	gneg	0	Path31 : 16	16	q24	gneg	6124751	45112375.5
Path32 : 16	1	90224750	q24.1	gneg	q24	Path32	-	16	True	84100000	87000000	gneg	0	Path32 : 16	16	q24	gneg	6124751	45112375.5
Path33 : 17	1	83246393	q25.3	gneg	q25	Path33	+	17	False	77200000	83246392	gneg	0	Path33 : 17	17	q25	gneg	10346392	41623197.0
Path34 : 17	1	83246393	q25.1	gneg	q25	Path34	-	17	True	72900000	76800000	gneg	0	Path34 : 17	17	q25	gneg	10346392	41623197.0
Path35 : 18	1	80202380	q23	gneg	q23	Path35	+	18	True	77332483	80243011	gneg	0	Path35 : 18	18	q23	gneg	4831105	40101190.5
Path36 : 18	1	73957017	q23	gneg	q23	Path36	-	18	False	77332483	80243011	gneg	0	Path36 : 18	18	q23	gneg	2910528	36978509.0
Path37 : 19	1	58605716	q13.43	gpos25	q13	Path37	+	19	False	55800000	58605715	gneg	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64333719	q13.33	gneg	q13	Path39	+	20	False	59700000	64333718	gneg	0	Path39 : 20	20	q13.3	gneg	7933718	32166860.0
Path4 : 2	1	242181358	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg	12081357	121090679.5
Path40 : 20	1	64333719	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 21	1	46697231	q22.3	gneg	q22	Path41	+	21	False	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 21	1	46697231	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 22	1	50805588	q13.33	gneg	q13	Path43	+	22	False	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : 22	1	50805588	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : X	1	156025613	q28	gneg	q28	Path45	+	X	False	148000000	156025612	gneg	0	Path45 : X	23	q28	gneg	8025612	78012807.0
Path46 : X	1	156025613	q28	gneg	q28	Path46	-	X	False	148000000	156025612	gneg	0	Path46 : X	23	q28	gneg	8025612	78012807.0
Path5 : 3	1	198177224	q29	gneg	q29	Path5	+	3	True	192600000	198217553	gneg	0	Path5 : 3	3	q29	gneg	5617553	99088612.5
Path6 : 3	1	197421676	q29	gneg	q29	Path6	-	3	False	192600000	198217553	gneg	0	Path6 : 3	3	q29	gneg	5617553	98710838.5
Path7 : 4	1	190202565	q35.2	gpos25	q35	Path7	+	4	False	186200000	190202564	gneg	0	Path7 : 4	4	q35	gneg	7902564	95101283.0
Path8 : 4	1	190202565	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7902564	95101283.0
Path9 : 5	1	181408543	q35.3	gneg	q35	Path9	+	5	True	177100000	181466351	gneg	0	Path9 : 5	5	q35	gneg	12466351	90704272.0
