chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path36 : 18	1	80256375	q23	gneg	q23	Path36	+	18	False	75400000	80256374	gneg	0	Path36 : 18	18	q23	gneg	4856374	40128188.0
Path37 : 18	1	80256375	q23	gneg	q23	Path37	-	18	False	75400000	80256374	gneg	0	Path37 : 18	18	q23	gneg	4856374	40128188.0
Path38 : 19	1	58605716	q13.43	gpos25	q13	Path38	+	19	False	55800000	58605715	gneg	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 19	1	58605716	q13.41	gpos25	q13	Path39	-	19	True	50900000	53100000	gpos25	0	Path39 : 19	19	q13.4	gpos25	7705715	29302858.5
Path4 : der(1)t(1;11)	1	15754588	p15.2	gpos50	p15	Path4	+	11	False	13800000	15754587	gneg	0	Path4 : (1;11)	1	p15	gneg	15754587	7877294.5
Path4 : der(1)t(1;11)	15754588	168612482	q44	gneg	q44	Path4	+	1	True	243861134	248943333	gneg	0	Path4 : (1;11)	1	q44	gneg	5442111	92183535.0
Path40 : 20	1	64333719	q13.33	gneg	q13	Path40	+	20	False	59700000	64333718	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 20	1	64333719	q13.31	gneg	q13	Path41	-	20	True	56400000	57800000	gneg	0	Path41 : 20	20	q13.3	gneg	7933718	32166860.0
Path42 : 21	1	46697231	q22.3	gneg	q22	Path42	+	21	False	41200000	46697230	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 21	1	46697231	q22.11	gneg	q22	Path43	-	21	True	30200000	34400000	gneg	0	Path43 : 21	21	q22	gneg	16497230	23348616.0
Path44 : 22	1	50805588	q13.33	gneg	q13	Path44	+	22	False	49100000	50805587	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : 22	1	50805588	q13.1	gneg	q13	Path45	-	22	True	37200000	40600000	gneg	0	Path45 : 22	22	q13	gneg	13605587	25402794.5
Path46 : X	1	156025613	q28	gneg	q28	Path46	+	X	False	148000000	156025612	gneg	0	Path46 : X	23	q28	gneg	8025612	78012807.0
Path47 : Y	1	57212133	q12	gvar	q12	Path47	+	Y	False	26600000	57212132	gvar	0	Path47 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 1	1	5082200	q44	gneg	q44	Path5	-	1	False	243861134	248943333	gneg	2	Path5 : 1	1	q44	gneg	5082199	2541100.5
Path6 : 2	1	242181358	q37.3	gneg	q37	Path6	+	2	False	236400000	242181357	gneg	0	Path6 : 2	2	q37	gneg	12081357	121090679.5
Path7 : 2	1	242181358	q37.1	gneg	q37	Path7	-	2	True	230100000	234700000	gneg	0	Path7 : 2	2	q37	gneg	12081357	121090679.5
Path8 : 3	1	198184354	q29	gneg	q29	Path8	+	3	True	192600000	198217553	gneg	0	Path8 : 3	3	q29	gneg	5617553	99092177.5
Path9 : 17	1	84462786	q25.3	gneg	q25	Path9	+	17	True	77200000	83240673	gneg	0	Path9 : 17	17	q25	gneg	10340673	42231393.5
