chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path6 : 2	168900001	182100001	q31.3	gneg	q31	Path6	+	2	False	179700000	182100000	gneg	0	Path6 : 2	2	q31	gneg
Path6 : 2	182100001	196600001	q32.3	gpos75	q32	Path6	+	2	False	191100000	196600000	gpos75	0	Path6 : 2	2	q32	gpos100
Path6 : 2	196600001	208200001	q33.3	gneg	q33	Path6	+	2	False	204100000	208200000	gneg	0	Path6 : 2	2	q33	gneg
Path6 : 2	208200001	214500001	q34	gpos100	q34	Path6	+	2	False	208200000	214500000	gpos100	0	Path6 : 2	2	q34	gpos75
Path6 : 2	214500001	220700001	q35	gneg	q35	Path6	+	2	False	214500000	220700000	gneg	0	Path6 : 2	2	q35	gneg
Path6 : 2	220700001	230100001	q36.3	gpos100	q36	Path6	+	2	False	225200000	230100000	gpos75	0	Path6 : 2	2	q36	gpos75
Path6 : 2	230100001	242181358	q37.3	gneg	q37	Path6	+	2	False	236400000	242181357	gneg	0	Path6 : 2	2	q37	gneg
Path7 : 2	1	12000001	p25.3	gneg	p25	Path7	-	2	True	0	4400000	gneg	0	Path7 : 2	2	p25	gneg
Path7 : 2	12000001	23800001	p24.3	gpos75	p24	Path7	-	2	True	12000000	16500000	gpos75	0	Path7 : 2	2	p24	gpos100
Path7 : 2	23800001	31800001	p23.3	gneg	p23	Path7	-	2	True	23800000	27700000	gneg	0	Path7 : 2	2	p23	gneg
Path7 : 2	31800001	41500001	p22.3	gpos75	p22	Path7	-	2	True	31800000	36300000	gpos50	0	Path7 : 2	2	p22	gpos100
Path7 : 2	41500001	47500001	p21	gneg	p21	Path7	-	2	True	41500000	47500000	gneg	0	Path7 : 2	2	p21	gneg
Path7 : 2	47500001	61000001	p16.3	gpos100	p16	Path7	-	2	True	47500000	52600000	gpos100	0	Path7 : 2	2	p16	gpos100
Path7 : 2	61000001	63900001	p15	gneg	p15	Path7	-	2	True	61000000	63900000	gneg	0	Path7 : 2	2	p15	gneg
Path7 : 2	63900001	68400001	p14	gpos50	p14	Path7	-	2	True	63900000	68400000	gpos50	0	Path7 : 2	2	p14	gpos50
Path7 : 2	68400001	74800001	p13.3	gneg	p13	Path7	-	2	True	68400000	71300000	gneg	0	Path7 : 2	2	p13	gneg
Path7 : 2	74800001	83100001	p12	gpos100	p12	Path7	-	2	True	74800000	83100000	gpos100	0	Path7 : 2	2	p12	gpos100
Path7 : 2	83100001	91800001	p11.2	gneg	p11	Path7	-	2	True	83100000	91800000	acen	0	Path7 : 2	2	p11.2	gneg
Path7 : 2	91800001	93900001	p11.1	acen	p11	Path7	-	2	True	91800000	93900000	acen	0	Path7 : 2	2	p11.1	acen
Path7 : 2	93900001	96000001	q11.1	acen	q11	Path7	-	2	True	93900000	96000000	acen	0	Path7 : 2	2	q11.1	acen
Path7 : 2	96000001	102100001	q11.2	gneg	q11	Path7	-	2	True	96000000	102100000	acen	0	Path7 : 2	2	q11.2	gneg
Path7 : 2	102100001	108700001	q12.1	gpos50	q12	Path7	-	2	True	102100000	105300000	gpos25	0	Path7 : 2	2	q12	gpos50
Path7 : 2	108700001	112200001	q13	gneg	q13	Path7	-	2	True	108700000	112200000	gneg	0	Path7 : 2	2	q13	gneg
Path7 : 2	112200001	118100001	q14.1	gpos50	q14	Path7	-	2	True	112200000	118100000	gpos50	0	Path7 : 2	2	q14.1	gpos50
Path7 : 2	118100001	121600001	q14.2	gneg	q14	Path7	-	2	True	118100000	121600000	gpos50	0	Path7 : 2	2	q14.2	gneg
Path7 : 2	121600001	129100001	q14.3	gpos50	q14	Path7	-	2	True	121600000	129100000	gpos50	0	Path7 : 2	2	q14.3	gpos50
Path7 : 2	129100001	136100001	q21.1	gneg	q21	Path7	-	2	True	129100000	131700000	gneg	0	Path7 : 2	2	q21	gneg
Path7 : 2	136100001	147900001	q22.1	gpos100	q22	Path7	-	2	True	136100000	141500000	gpos100	0	Path7 : 2	2	q22	gpos100
Path7 : 2	147900001	154000001	q23.1	gneg	q23	Path7	-	2	True	147900000	149000000	gneg	0	Path7 : 2	2	q23	gneg
Path7 : 2	154000001	168900001	q24.1	gpos75	q24	Path7	-	2	True	154000000	158900000	gpos75	0	Path7 : 2	2	q24	gpos100
Path7 : 2	168900001	182100001	q31.1	gneg	q31	Path7	-	2	True	168900000	177100000	gneg	0	Path7 : 2	2	q31	gneg
Path7 : 2	182100001	196600001	q32.1	gpos75	q32	Path7	-	2	True	182100000	188500000	gpos75	0	Path7 : 2	2	q32	gpos100
Path7 : 2	196600001	208200001	q33.1	gneg	q33	Path7	-	2	True	196600000	202500000	gneg	0	Path7 : 2	2	q33	gneg
Path7 : 2	208200001	214500001	q34	gpos100	q34	Path7	-	2	True	208200000	214500000	gpos100	0	Path7 : 2	2	q34	gpos75
Path7 : 2	214500001	220700001	q35	gneg	q35	Path7	-	2	True	214500000	220700000	gneg	0	Path7 : 2	2	q35	gneg
Path7 : 2	220700001	230100001	q36.1	gpos75	q36	Path7	-	2	True	220700000	224300000	gpos100	0	Path7 : 2	2	q36	gpos75
Path7 : 2	230100001	242181358	q37.1	gneg	q37	Path7	-	2	True	230100000	234700000	gneg	0	Path7 : 2	2	q37	gneg
Path11 : der(3)t(3;17)	1	8082563	p26.3	gpos50	p26	Path11	-	3	True	17438	2800000	gpos50	0	Path11 : (3;17)	3	p26	gpos75
Path11 : der(3)t(3;17)	8082563	16282563	p25.3	gneg	p25	Path11	-	3	True	8100000	11600000	gneg	0	Path11 : (3;17)	3	p25	gneg
Path11 : der(3)t(3;17)	16282563	25733456	p24.3	gpos100	p24	Path11	-	3	True	16300000	23800000	gneg	0	Path11 : (3;17)	3	p24	gpos100
Path11 : der(3)t(3;17)	25733456	27773514	q24.2	gneg	q24	Path11	-	17	True	68423038	69100000	gpos75	0	Path11 : (3;17)	3	q24	gpos100
Path11 : der(3)t(3;17)	27773514	32822620	p24.2	gneg	p24	Path11	-	3	True	25750894	26300000	gneg	0	Path11 : (3;17)	3	p24	gpos100
Path11 : der(3)t(3;17)	32822620	34022620	p23	gneg	p23	Path11	-	3	True	30800000	32000000	gneg	0	Path11 : (3;17)	3	p23	gneg
Path11 : der(3)t(3;17)	34022620	45622620	p22.3	gpos50	p22	Path11	-	3	True	32000000	36400000	gpos75	0	Path11 : (3;17)	3	p22	gpos50
Path11 : der(3)t(3;17)	45622620	56422620	p21.33	gneg	p21	Path11	-	3	True	43600000	44100000	gneg	0	Path11 : (3;17)	3	p21	gneg
Path11 : der(3)t(3;17)	56422620	71722620	p14.3	gpos50	p14	Path11	-	3	True	54400000	58600000	gpos50	0	Path11 : (3;17)	3	p14	gpos75
Path11 : der(3)t(3;17)	71722620	76122620	p13	gneg	p13	Path11	-	3	True	69700000	74100000	gneg	0	Path11 : (3;17)	3	p13	gneg
Path11 : der(3)t(3;17)	76122620	91555515	p12.3	gpos75	p12	Path11	-	3	True	74100000	79800000	gpos75	0	Path11 : (3;17)	3	p12	gpos75
Path11 : der(3)t(3;17)	91555515	95355515	p11.2	gneg	p11	Path11	-	3	True	87100000	87800000	acen	0	Path11 : (3;17)	3	p11	acen
Path11 : der(3)t(3;17)	95355515	98455515	q11.1	acen	q11	Path11	-	3	True	90900000	94000000	acen	0	Path11 : (3;17)	3	q11.1	acen
Path11 : der(3)t(3;17)	98455515	103055515	q11.2	gvar	q11	Path11	-	3	True	94000000	98600000	acen	0	Path11 : (3;17)	3	q11.2	acen
Path11 : der(3)t(3;17)	103055515	107555515	q12.1	gneg	q12	Path11	-	3	True	98600000	100300000	gneg	0	Path11 : (3;17)	3	q12	gneg
Path11 : der(3)t(3;17)	107555515	116055515	q13.11	gpos75	q13	Path11	-	3	True	103100000	106500000	gpos75	0	Path11 : (3;17)	3	q13.1	gpos75
Path11 : der(3)t(3;17)	116055515	118155515	q13.2	gneg	q13	Path11	-	3	True	111600000	113700000	gpos75	0	Path11 : (3;17)	3	q13.2	gneg
Path11 : der(3)t(3;17)	118155515	126655515	q13.31	gpos75	q13	Path11	-	3	True	113700000	117600000	gpos75	0	Path11 : (3;17)	3	q13.3	gpos75
Path11 : der(3)t(3;17)	126655515	133955515	q21.1	gneg	q21	Path11	-	3	True	122200000	124100000	gneg	0	Path11 : (3;17)	3	q21	gneg
Path11 : der(3)t(3;17)	133955515	143455515	q22.1	gpos25	q22	Path11	-	3	True	129500000	134000000	gpos25	0	Path11 : (3;17)	3	q22	gpos25
Path11 : der(3)t(3;17)	143455515	147555515	q23	gneg	q23	Path11	-	3	True	139000000	143100000	gneg	0	Path11 : (3;17)	3	q23	gneg
Path11 : der(3)t(3;17)	147555515	153655515	q24	gpos100	q24	Path11	-	3	True	143100000	149200000	gpos100	0	Path11 : (3;17)	3	q24	gpos75
Path11 : der(3)t(3;17)	153655515	165455515	q25.1	gneg	q25	Path11	-	3	True	149200000	152300000	gneg	0	Path11 : (3;17)	3	q25	gneg
Path11 : der(3)t(3;17)	165455515	172355515	q26.1	gpos100	q26	Path11	-	3	True	161000000	167900000	gpos75	0	Path11 : (3;17)	3	q26.1	gpos100
Path11 : der(3)t(3;17)	172355515	175655515	q26.2	gneg	q26	Path11	-	3	True	167900000	171200000	gpos75	0	Path11 : (3;17)	3	q26.2	gneg
Path11 : der(3)t(3;17)	175655515	187455515	q26.31	gpos75	q26	Path11	-	3	True	171200000	176000000	gpos75	0	Path11 : (3;17)	3	q26.3	gpos100
Path11 : der(3)t(3;17)	187455515	192655515	q27.1	gneg	q27	Path11	-	3	True	183000000	184800000	gneg	0	Path11 : (3;17)	3	q27	gneg
Path11 : der(3)t(3;17)	192655515	197055515	q28	gpos75	q28	Path11	-	3	True	188200000	192600000	gpos75	0	Path11 : (3;17)	3	q28	gpos50
Path11 : der(3)t(3;17)	197055515	202673068	q29	gneg	q29	Path11	-	3	False	192600000	198217553	gneg	0	Path11 : (3;17)	3	q29	gneg
Path8 : 3	1	8082563	p26.1	gpos50	p26	Path8	+	3	True	4000000	8100000	gpos50	0	Path8 : 3	3	p26	gpos75
Path8 : 3	8082563	16282563	p25.1	gneg	p25	Path8	+	3	True	13200000	16300000	gneg	0	Path8 : 3	3	p25	gneg
Path8 : 3	16282563	30782562	p24.1	gpos75	p24	Path8	+	3	True	26300000	30800000	gneg	0	Path8 : 3	3	p24	gpos100
Path8 : 3	30782562	31982562	p23	gneg	p23	Path8	+	3	True	30800000	32000000	gneg	0	Path8 : 3	3	p23	gneg
Path8 : 3	31982562	43582562	p22.1	gpos75	p22	Path8	+	3	True	39300000	43600000	gpos50	0	Path8 : 3	3	p22	gpos50
Path8 : 3	43582562	54382562	p21.1	gneg	p21	Path8	+	3	True	52300000	54400000	gneg	0	Path8 : 3	3	p21	gneg
Path8 : 3	54382562	69682562	p14.1	gpos50	p14	Path8	+	3	True	63800000	69700000	gpos50	0	Path8 : 3	3	p14	gpos75
Path8 : 3	69682562	74082562	p13	gneg	p13	Path8	+	3	True	69700000	74100000	gneg	0	Path8 : 3	3	p13	gneg
Path8 : 3	74082562	87066801	p12.1	gpos75	p12	Path8	+	3	True	84900321	87100000	gpos75	0	Path8 : 3	3	p12	gpos75
Path8 : 3	87066801	90866801	p11.1	acen	p11	Path8	+	3	True	87800000	90900000	acen	0	Path8 : 3	3	p11	acen
Path8 : 3	90866801	93966801	q11.1	acen	q11	Path8	+	3	True	90900000	94000000	acen	0	Path8 : 3	3	q11.1	acen
Path8 : 3	93966801	98566801	q11.2	gvar	q11	Path8	+	3	True	94000000	98600000	acen	0	Path8 : 3	3	q11.2	acen
Path8 : 3	98566801	103066801	q12.3	gneg	q12	Path8	+	3	True	101200000	103100000	gneg	0	Path8 : 3	3	q12	gneg
Path8 : 3	103066801	111566801	q13.13	gpos50	q13	Path8	+	3	True	108200000	111600000	gpos75	0	Path8 : 3	3	q13.1	gpos75
Path8 : 3	111566801	113666801	q13.2	gneg	q13	Path8	+	3	True	111600000	113700000	gpos75	0	Path8 : 3	3	q13.2	gneg
Path8 : 3	113666801	122166801	q13.33	gpos75	q13	Path8	+	3	True	119300000	122200000	gpos75	0	Path8 : 3	3	q13.3	gpos75
Path8 : 3	122166801	129466801	q21.3	gneg	q21	Path8	+	3	True	126100000	129500000	gneg	0	Path8 : 3	3	q21	gneg
Path8 : 3	129466801	138966801	q22.3	gpos25	q22	Path8	+	3	True	136000000	139000000	gpos25	0	Path8 : 3	3	q22	gpos25
Path8 : 3	138966801	143066801	q23	gneg	q23	Path8	+	3	True	139000000	143100000	gneg	0	Path8 : 3	3	q23	gneg
Path8 : 3	143066801	149166801	q24	gpos100	q24	Path8	+	3	True	143100000	149200000	gpos100	0	Path8 : 3	3	q24	gpos75
Path8 : 3	149166801	160966801	q25.33	gneg	q25	Path8	+	3	True	159300000	161000000	gneg	0	Path8 : 3	3	q25	gneg
Path8 : 3	160966801	167866801	q26.1	gpos100	q26	Path8	+	3	True	161000000	167900000	gneg	0	Path8 : 3	3	q26.1	gpos100
Path8 : 3	167866801	171166801	q26.2	gneg	q26	Path8	+	3	True	167900000	171200000	gneg	0	Path8 : 3	3	q26.2	gneg
Path8 : 3	171166801	182966801	q26.33	gpos75	q26	Path8	+	3	True	179300000	183000000	gneg	0	Path8 : 3	3	q26.3	gpos100
Path8 : 3	182966801	188166801	q27.3	gneg	q27	Path8	+	3	True	186300000	188200000	gneg	0	Path8 : 3	3	q27	gneg
Path8 : 3	188166801	192566801	q28	gpos75	q28	Path8	+	3	True	188200000	192600000	gpos75	0	Path8 : 3	3	q28	gpos50
Path8 : 3	192566801	198184354	q29	gneg	q29	Path8	+	3	True	192600000	198217553	gneg	0	Path8 : 3	3	q29	gneg
Path12 : 4	1	11285426	p16.1	gneg	p16	Path12	+	4	True	6000000	11300000	gneg	0	Path12 : 4	4	p16	gneg
Path12 : 4	11285426	21281272	p15.31	gpos75	p15	Path12	+	4	True	21200986	21300000	gneg	0	Path12 : 4	4	p15.3	gpos100
Path12 : 4	21281272	27681271	p15.2	gneg	p15	Path12	+	4	True	21304674	27700000	gneg	0	Path12 : 4	4	p15.2	gneg
Path12 : 4	27681271	35773803	p15.1	gpos100	p15	Path12	+	4	True	31035900	35800000	gneg	0	Path12 : 4	4	p15.1	gpos100
Path12 : 4	35773803	41173803	p14	gneg	p14	Path12	+	4	True	35800000	41200000	gneg	0	Path12 : 4	4	p14	gneg
Path12 : 4	41173803	44573803	p13	gpos50	p13	Path12	+	4	True	41200000	44600000	gpos50	0	Path12 : 4	4	p13	gpos75
Path12 : 4	44573803	48173803	p12	gneg	p12	Path12	+	4	True	44600000	48200000	gneg	0	Path12 : 4	4	p12	gneg
Path12 : 4	48173803	49973803	p11	acen	p11	Path12	+	4	True	48200000	50000000	acen	0	Path12 : 4	4	p11	acen
Path12 : 4	49973803	51773803	q11	acen	q11	Path12	+	4	True	50000000	51800000	acen	0	Path12 : 4	4	q11	acen
Path12 : 4	51773803	58473803	q12	gneg	q12	Path12	+	4	True	51800000	58500000	gneg	0	Path12 : 4	4	q12	gneg
Path12 : 4	58473803	75273803	q13.3	gpos75	q13	Path12	+	4	True	69400000	75300000	gpos100	0	Path12 : 4	4	q13	gpos100
Path12 : 4	75273803	87073803	q21.3	gneg	q21	Path12	+	4	True	86000000	87100000	gneg	0	Path12 : 4	4	q21	gneg
Path12 : 4	87073803	97873803	q22.3	gpos75	q22	Path12	+	4	True	94200000	97900000	gpos75	0	Path12 : 4	4	q22	gpos100
Path12 : 4	97873803	100073803	q23	gneg	q23	Path12	+	4	True	97900000	100100000	gneg	0	Path12 : 4	4	q23	gneg
Path12 : 4	100073803	106673803	q24	gpos50	q24	Path12	+	4	True	100100000	106700000	gpos50	0	Path12 : 4	4	q24	gpos75
Path12 : 4	106673803	113173803	q25	gneg	q25	Path12	+	4	True	106700000	113200000	gneg	0	Path12 : 4	4	q25	gneg
Path12 : 4	113173803	119873803	q26	gpos75	q26	Path12	+	4	True	113200000	119900000	gpos75	0	Path12 : 4	4	q26	gpos100
Path12 : 4	119873803	122773803	q27	gneg	q27	Path12	+	4	True	119900000	122800000	gneg	0	Path12 : 4	4	q27	gneg
Path12 : 4	122773803	138473803	q28.3	gpos100	q28	Path12	+	4	True	130100000	138500000	gpos50	0	Path12 : 4	4	q28	gpos100
Path12 : 4	138473803	140573803	q31.1	gneg	q31	Path12	+	4	True	138500000	140600000	gneg	0	Path12 : 4	4	q31.1	gneg
Path12 : 4	140573803	150173803	q31.23	gpos25	q31	Path12	+	4	True	147500000	150200000	gneg	0	Path12 : 4	4	q31.2	gpos25
Path12 : 4	150173803	154573803	q31.3	gneg	q31	Path12	+	4	True	150200000	154600000	gneg	0	Path12 : 4	4	q31.3	gneg
Path12 : 4	154573803	169173803	q32.3	gpos100	q32	Path12	+	4	True	163600000	169200000	gpos100	0	Path12 : 4	4	q32	gpos100
Path12 : 4	169173803	170973803	q33	gneg	q33	Path12	+	4	True	169200000	171000000	gneg	0	Path12 : 4	4	q33	gneg
Path12 : 4	170973803	182273803	q34.3	gpos100	q34	Path12	+	4	True	176600000	182300000	gpos75	0	Path12 : 4	4	q34	gpos100
Path12 : 4	182273803	190170277	q35.2	gpos25	q35	Path12	+	4	True	186200000	190196474	gneg	0	Path12 : 4	4	q35	gneg
Path13 : 4	1	11285426	p16.3	gneg	p16	Path13	-	4	True	14575	4500000	gneg	0	Path13 : 4	4	p16	gneg
Path13 : 4	11285426	21281272	p15.33	gpos50	p15	Path13	-	4	True	11300000	15000000	gneg	0	Path13 : 4	4	p15.3	gpos100
Path13 : 4	21281272	21285945	p15.2	gneg	p15	Path13	-	4	True	21300000	21304673	gneg	0	Path13 : 4	4	p15.2	gneg
