chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path18 : 8	1	144993276	q24.3	gneg	q24	Path18	-	8	False	138900000	145074239	gneg	0	Path18 : 8	8	q24.3	gneg	6174239	72496638.5
Path19 : 8	1	6909776	p23.1	gneg	p23	Path19	+	8	True	6300000	6971580	gneg	2	Path19 : 8	8	p23	gneg	6909775	3454888.5
Path2 : 1	1	248943332	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : 1	1	q44	gneg	5443333	124471666.5
Path20 : 9	1	138289480	q34.3	gneg	q34	Path20	+	9	True	134500000	138326093	gneg	0	Path20 : 9	9	q34	gneg	10826093	69144740.5
Path21 : 9	1	95276098	q34.11	gneg	q34	Path21	-	9	True	127500000	130600000	gneg	0	Path21 : 9	9	q34	gneg	10826093	47638049.5
Path22 : 10	1	133754577	q26.3	gneg	q26	Path22	+	10	True	128800000	133778994	gneg	0	Path22 : 10	10	q26	gneg	16478994	66877289.0
Path23 : 12	1	124312589	q24.33	gneg	q24	Path23	+	12	True	128700000	133263960	gneg	0	Path23 : 12	12	q24.3	gneg	12963960	62156295.0
Path24 : der(12)t(10;12)	1	81109358	q21.1	gpos75	q21	Path24	-	12	True	71100000	72157988	gpos75	0	Path24 : (12;10)	12	q21	gpos100	10009357	40554679.5
Path24 : der(12)t(10;12)	81109358	91741260	p11.23	gneg	p11	Path24	-	10	True	29300000	31100000	gneg	0	Path24 : (12;10)	12	p11.2	gneg	6476458	86425309.0
Path24 : der(12)t(10;12)	91741260	126476728	q24.31	gneg	q24	Path24	-	12	True	120300000	125400000	gneg	0	Path24 : (12;10)	12	q24.3	gneg	12963960	109108994.0
Path25 : der(10)t(10;12)	1	21165264	p12.33	gpos75	p12	Path25	-	10	True	17300000	18300000	gneg	0	Path25 : (10;12)	10	p12	gpos50	7844555	10582632.5
Path25 : der(10)t(10;12)	21165264	47535765	q23.1	gpos75	q23	Path25	-	12	True	95800000	98528491	gpos75	0	Path25 : (10;12)	10	q23	gpos75	2728491	34350514.5
Path25 : der(10)t(10;12)	47535765	148658421	q26.11	gneg	q26	Path25	-	10	True	117300000	119900000	gneg	0	Path25 : (10;12)	10	q26	gneg	16478994	98097093.0
Path26 : 11	1	135069566	q25	gneg	q25	Path26	+	11	False	130900000	135069565	gneg	0	Path26 : 11	11	q25	gneg	4169565	67534783.5
Path27 : 11	1	135069566	q25	gneg	q25	Path27	-	11	False	130900000	135069565	gneg	0	Path27 : 11	11	q25	gneg	4169565	67534783.5
Path28 : 14	1	106873283	q32.33	gneg	q32	Path28	+	14	False	103500000	106873282	gneg	0	Path28 : 14	14	q32	gneg	17573282	53436642.0
Path29 : 14	1	106873283	q32.11	gneg	q32	Path29	-	14	True	89300000	91400000	gneg	0	Path29 : 14	14	q32	gneg	17573282	53436642.0
Path3 : 2	1	242158091	q37.1	gneg	q37	Path3	-	2	True	230100000	234700000	gneg	0	Path3 : 2	2	q37	gneg	12080159	121079046.0
Path30 : 15	1	101976508	q26.3	gneg	q26	Path30	+	15	True	98000000	101976509	gneg	0	Path30 : 15	15	q26.3	gneg	3976509	50988254.5
Path31 : 15	1	101976508	q26.3	gneg	q26	Path31	-	15	False	98000000	101976509	gneg	0	Path31 : 15	15	q26.3	gneg	3976509	50988254.5
Path32 : 16	1	90224752	q24.3	gneg	q24	Path32	+	16	False	88700000	90224751	gneg	0	Path32 : 16	16	q24	gneg	6124751	45112376.5
Path33 : 16	1	90224752	q24.1	gneg	q24	Path33	-	16	True	84100000	87000000	gneg	0	Path33 : 16	16	q24	gneg	6124751	45112376.5
Path34 : 17	1	83246393	q25.3	gneg	q25	Path34	+	17	False	77200000	83246392	gneg	0	Path34 : 17	17	q25	gneg	10346392	41623197.0
Path35 : 17	1	83246393	q25.1	gneg	q25	Path35	-	17	True	72900000	76800000	gneg	0	Path35 : 17	17	q25	gneg	10346392	41623197.0
Path36 : 18	1	80256375	q23	gneg	q23	Path36	+	18	False	75400000	80256374	gneg	0	Path36 : 18	18	q23	gneg	4856374	40128188.0
Path37 : 18	1	80256375	q23	gneg	q23	Path37	-	18	False	75400000	80256374	gneg	0	Path37 : 18	18	q23	gneg	4856374	40128188.0
Path38 : 19	1	58605716	q13.43	gpos25	q13	Path38	+	19	False	55800000	58605715	gneg	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 19	1	58605716	q13.41	gpos25	q13	Path39	-	19	True	50900000	53100000	gpos25	0	Path39 : 19	19	q13.4	gpos25	7705715	29302858.5
Path4 : der(5)t(2;5)	1	36277681	p13.3	gneg	p13	Path4	-	5	True	28900000	33800000	gneg	0	Path4 : (5;2)	5	p13	gneg	7397604	18138841.0
Path4 : der(5)t(2;5)	36277681	42014405	q24.2	gneg	q24	Path4	-	2	True	159654660	162900000	gpos75	0	Path4 : (5;2)	5	q24	gpos100	5736724	39146043.0
Path4 : der(5)t(2;5)	42014405	183579640	q35.1	gneg	q35	Path4	-	5	True	169000000	173300000	gneg	0	Path4 : (5;2)	5	q35	gneg	12466351	112797022.5
Path40 : 20	1	64245019	q13.33	gneg	q13	Path40	+	20	True	59700000	64331433	gneg	0	Path40 : 20	20	q13.3	gneg	7931433	32122510.0
Path41 : 20	1	70016028	q13.31	gneg	q13	Path41	-	20	True	56400000	57800000	gneg	0	Path41 : 20	20	q13.3	gneg	7931433	35008014.5
Path42 : 21	1	46697231	q22.3	gneg	q22	Path42	+	21	False	41200000	46697230	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 21	1	46697231	q22.11	gneg	q22	Path43	-	21	True	30200000	34400000	gneg	0	Path43 : 21	21	q22	gneg	16497230	23348616.0
Path44 : 22	1	50805588	q13.33	gneg	q13	Path44	+	22	False	49100000	50805587	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : 22	1	50805588	q13.1	gneg	q13	Path45	-	22	True	37200000	40600000	gneg	0	Path45 : 22	22	q13	gneg	13605587	25402794.5
Path46 : X	1	155988528	q28	gneg	q28	Path46	+	X	True	148000000	156020370	gneg	0	Path46 : X	23	q28	gneg	8020370	77994264.5
Path47 : X	1	154263912	q28	gneg	q28	Path47	-	X	False	148000000	156020370	gneg	0	Path47 : X	23	q28	gneg	8020370	77131956.5
Path5 : 5	1	181422978	q35.3	gneg	q35	Path5	+	5	True	177100000	181466351	gneg	0	Path5 : 5	5	q35	gneg	12466351	90711489.5
Path6 : der(2)t(2;5)	1	159632593	q24.2	gneg	q24	Path6	+	2	True	158900000	159654659	gpos75	0	Path6 : (2;5)	2	q24	gpos100	5654659	79816297.0
Path6 : der(2)t(2;5)	159632593	165371805	p13.1	gneg	p13	Path6	+	5	True	38400000	42036817	gpos25	0	Path6 : (2;5)	2	p13	gneg	5739212	162502199.0
Path6 : der(2)t(2;5)	165371805	242160579	q37.3	gneg	q37	Path6	+	2	True	237185587	242181357	gneg	0	Path6 : (2;5)	2	q37	gneg	12080159	203766192.0
Path7 : 2	1	4995771	q37.3	gneg	q37	Path7	-	2	False	237185587	242181357	gneg	2	Path7 : 2	2	q37	gneg	4995770	2497886.0
Path8 : 3	1	198230593	q29	gneg	q29	Path8	+	3	True	192600000	198230596	gneg	0	Path8 : 3	3	q29	gneg	5630596	99115297.0
Path9 : 3	1	198230593	q29	gneg	q29	Path9	-	3	False	192600000	198230596	gneg	0	Path9 : 3	3	q29	gneg	5630596	99115297.0
