chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path22 : 10	1	131827144	q26.11	gneg	q26	Path22	-	10	True	117300000	119900000	gneg	0	Path22 : 10	10	q26	gneg	16478994	65913572.5
Path23 : 11	1	135069566	q25	gneg	q25	Path23	+	11	False	130900000	135069565	gneg	0	Path23 : 11	11	q25	gneg	4169565	67534783.5
Path24 : 11	1	135069566	q25	gneg	q25	Path24	-	11	False	130900000	135069565	gneg	0	Path24 : 11	11	q25	gneg	4169565	67534783.5
Path25 : 12	1	261780685	p13.33	gneg	p13	Path25	-	12	True	19721	3200000	gneg	0	Path25 : 12	12	p13	gneg	14580279	130890343.0
Path26 : 13	1	114352103	q34	gneg	q34	Path26	+	13	False	109600000	114352102	gneg	0	Path26 : 13	13	q34	gneg	4752102	57176052.0
Path27 : 13	1	114352103	q34	gneg	q34	Path27	-	13	False	109600000	114352102	gneg	0	Path27 : 13	13	q34	gneg	4752102	57176052.0
Path28 : 15	1	101976510	q26.3	gneg	q26	Path28	+	15	False	98000000	101976509	gneg	0	Path28 : 15	15	q26.3	gneg	3976509	50988255.5
Path29 : 15	1	101976510	q26.3	gneg	q26	Path29	-	15	False	98000000	101976509	gneg	0	Path29 : 15	15	q26.3	gneg	3976509	50988255.5
Path3 : 2	1	242118720	q37.3	gneg	q37	Path3	+	2	True	236400000	242175920	gneg	0	Path3 : 2	2	q37	gneg	12075920	121059360.5
Path30 : 16	1	90181882	q24.3	gneg	q24	Path30	+	16	True	88700000	90220072	gneg	0	Path30 : 16	16	q24	gneg	6120072	45090941.5
Path31 : 16	1	91005634	q24.1	gneg	q24	Path31	-	16	True	84100000	87000000	gneg	0	Path31 : 16	16	q24	gneg	6120072	45502817.5
Path32 : 17	1	83246393	q25.3	gneg	q25	Path32	+	17	False	77200000	83246392	gneg	0	Path32 : 17	17	q25	gneg	10346392	41623197.0
Path33 : 17	1	83246393	q25.1	gneg	q25	Path33	-	17	True	72900000	76800000	gneg	0	Path33 : 17	17	q25	gneg	10346392	41623197.0
Path34 : 18	1	80256375	q23	gneg	q23	Path34	+	18	False	75400000	80256374	gneg	0	Path34 : 18	18	q23	gneg	4856374	40128188.0
Path35 : 18	1	80256375	q23	gneg	q23	Path35	-	18	False	75400000	80256374	gneg	0	Path35 : 18	18	q23	gneg	4856374	40128188.0
Path36 : 19	1	58605716	q13.43	gpos25	q13	Path36	+	19	False	55800000	58605715	gneg	0	Path36 : 19	19	q13.4	gpos25	7705715	29302858.5
Path37 : 19	1	58605716	q13.41	gpos25	q13	Path37	-	19	True	50900000	53100000	gpos25	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 20	1	64333719	q13.33	gneg	q13	Path38	+	20	False	59700000	64333718	gneg	0	Path38 : 20	20	q13.3	gneg	7933718	32166860.0
Path39 : 20	1	64333719	q13.31	gneg	q13	Path39	-	20	True	56400000	57800000	gneg	0	Path39 : 20	20	q13.3	gneg	7933718	32166860.0
Path4 : 2	1	242654951	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg	12075920	121327476.0
Path40 : 21	1	46697231	q22.3	gneg	q22	Path40	+	21	False	41200000	46697230	gneg	0	Path40 : 21	21	q22	gneg	16497230	23348616.0
Path41 : 21	1	46697231	q22.11	gneg	q22	Path41	-	21	True	30200000	34400000	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 22	1	50805588	q13.33	gneg	q13	Path42	+	22	False	49100000	50805587	gneg	0	Path42 : 22	22	q13	gneg	13605587	25402794.5
Path43 : 22	1	50805588	q13.1	gneg	q13	Path43	-	22	True	37200000	40600000	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : X	1	156025613	q28	gneg	q28	Path44	+	X	False	148000000	156025612	gneg	0	Path44 : X	23	q28	gneg	8025612	78012807.0
Path45 : Y	1	57212133	q12	gvar	q12	Path45	+	Y	False	26600000	57212132	gvar	0	Path45 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 3	1	198230597	q29	gneg	q29	Path5	+	3	False	192600000	198230596	gneg	0	Path5 : 3	3	q29	gneg	5630596	99115299.0
Path6 : 3	1	198230597	q29	gneg	q29	Path6	-	3	False	192600000	198230596	gneg	0	Path6 : 3	3	q29	gneg	5630596	99115299.0
Path7 : 4	1	190173128	q35.2	gpos25	q35	Path7	+	4	True	186200000	190196474	gneg	0	Path7 : 4	4	q35	gneg	7896474	95086564.5
Path8 : 4	1	191923125	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7896474	95961563.0
Path9 : 5	1	181472715	q35.3	gneg	q35	Path9	+	5	False	177100000	181472714	gneg	0	Path9 : 5	5	q35	gneg	12472714	90736358.0
