chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path39 : 18	1	80256375	q23	gneg	q23	Path39	-	18	False	75400000	80256374	gneg	0	Path39 : 18	18	q23	gneg	4856374	40128188.0
Path4 : der(1)t(1;21)	1	93719320	p22.3	gneg	p22	Path4	-	1	True	84400000	87900000	gneg	0	Path4 : (1;21)	1	p22	gneg	9319319	46859660.5
Path4 : der(1)t(1;21)	93719320	102473529	q21.1	gpos100	q21	Path4	-	21	True	16536771	22600000	gneg	0	Path4 : (1;21)	1	q21	gpos100	8754209	98096424.5
Path4 : der(1)t(1;21)	102473529	257697542	q44	gneg	q44	Path4	-	1	False	243500000	248943333	gneg	0	Path4 : (1;21)	1	q44	gneg	5443333	180085535.5
Path40 : 19	1	58605716	q13.43	gpos25	q13	Path40	+	19	False	55800000	58605715	gneg	0	Path40 : 19	19	q13.4	gpos25	7705715	29302858.5
Path41 : 19	1	58605716	q13.41	gpos25	q13	Path41	-	19	True	50900000	53100000	gpos25	0	Path41 : 19	19	q13.4	gpos25	7705715	29302858.5
Path42 : 20	1	64333719	q13.33	gneg	q13	Path42	+	20	False	59700000	64333718	gneg	0	Path42 : 20	20	q13.3	gneg	7933718	32166860.0
Path43 : 20	1	64333719	q13.31	gneg	q13	Path43	-	20	True	56400000	57800000	gneg	0	Path43 : 20	20	q13.3	gneg	7933718	32166860.0
Path44 : 22	1	40265212	q13.33	gneg	q13	Path44	+	22	True	49100000	50804577	gneg	0	Path44 : 22	22	q13	gneg	13604577	20132606.5
Path45 : 22	1	38341696	q13.1	gneg	q13	Path45	-	22	True	37200000	40600000	gneg	0	Path45 : 22	22	q13	gneg	13604577	19170848.5
Path46 : X	1	156025613	q28	gneg	q28	Path46	+	X	False	148000000	156025612	gneg	0	Path46 : X	23	q28	gneg	8025612	78012807.0
Path47 : X	1	156025613	q28	gneg	q28	Path47	-	X	False	148000000	156025612	gneg	0	Path47 : X	23	q28	gneg	8025612	78012807.0
Path5 : 2	1	242138088	q37.3	gneg	q37	Path5	+	2	True	236400000	242175920	gneg	0	Path5 : 2	2	q37	gneg	12075920	121069044.5
Path6 : 2	1	233801278	q37.1	gneg	q37	Path6	-	2	True	230100000	234700000	gneg	0	Path6 : 2	2	q37	gneg	12075920	116900639.5
Path7 : 3	1	91515201	q11.1	acen	q11	Path7	+	3	True	90900000	91532638	acen	0	Path7 : 3	3	q11.1	acen	632638	45757601.0
Path8 : 3	1	197786919	q29	gneg	q29	Path8	-	3	False	192600000	198230596	gneg	0	Path8 : 3	3	q29	gneg	5630596	98893460.0
Path9 : 4	1	190161993	q35.2	gpos25	q35	Path9	+	4	True	186200000	190196474	gneg	0	Path9 : 4	4	q35	gneg	7896474	95080997.0
