chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path41 : 20	1	64333719	q13.33	gneg	q13	Path41	+	20	False	59700000	64333718	gneg	0	Path41 : 20	20	q13.3	gneg	7933718	32166860.0
Path42 : 20	1	64333719	q13.31	gneg	q13	Path42	-	20	True	56400000	57800000	gneg	0	Path42 : 20	20	q13.3	gneg	7933718	32166860.0
Path43 : 21	1	46697231	q22.3	gneg	q22	Path43	+	21	False	41200000	46697230	gneg	0	Path43 : 21	21	q22	gneg	16497230	23348616.0
Path44 : 21	1	46697231	q22.11	gneg	q22	Path44	-	21	True	30200000	34400000	gneg	0	Path44 : 21	21	q22	gneg	16497230	23348616.0
Path45 : 22	1	50805588	q13.33	gneg	q13	Path45	+	22	False	49100000	50805587	gneg	0	Path45 : 22	22	q13	gneg	13605587	25402794.5
Path46 : 22	1	50805588	q13.1	gneg	q13	Path46	-	22	True	37200000	40600000	gneg	0	Path46 : 22	22	q13	gneg	13605587	25402794.5
Path47 : X	1	156025613	q28	gneg	q28	Path47	+	X	False	148000000	156025612	gneg	0	Path47 : X	23	q28	gneg	8025612	78012807.0
Path48 : Y	1	57212133	q12	gvar	q12	Path48	+	Y	False	26600000	57212132	gvar	0	Path48 : Y	24	q12	gpos100	30612132	28606067.0
Path5 : 14	1	106873282	q32.11	gneg	q32	Path5	-	14	True	89300000	91400000	gneg	0	Path5 : 14	14	q32	gneg	17573282	53436641.5
Path6 : der(14)t(2;14)	1	67602152	q24.1	gneg	q24	Path6	+	14	False	67400000	67602151	gneg	0	Path6 : (14;2)	14	q24	gneg	202151	33801076.5
Path6 : der(14)t(2;14)	67602152	122792168	q37.3	gneg	q37	Path6	+	2	True	236400000	242175920	gneg	0	Path6 : (14;2)	14	q37	gneg	12075920	95197160.0
Path7 : 2	1	233147689	q37.1	gneg	q37	Path7	-	2	True	230100000	234700000	gneg	0	Path7 : 2	2	q37	gneg	12075920	116573845.0
Path8 : 3	1	198230597	q29	gneg	q29	Path8	+	3	False	192600000	198230596	gneg	0	Path8 : 3	3	q29	gneg	5630596	99115299.0
Path9 : 3	1	198230597	q29	gneg	q29	Path9	-	3	False	192600000	198230596	gneg	0	Path9 : 3	3	q29	gneg	5630596	99115299.0
