chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain
Path3 : 1	124953271	124998911	q12	gvar	q12	Path3	+	1	True	125100000	125145640	gvar	0	Path3 : 1	1	q12	gpos100
Path3 : 1	124998911	136820759	q21.3	gneg	q21	Path3	+	1	True	150600000	155100000	gneg	0	Path3 : 1	1	q21	gneg
Path3 : 1	136820759	138320759	q22	gpos50	q22	Path3	+	1	True	155100000	156600000	gpos50	0	Path3 : 1	1	q22	gpos25
Path3 : 1	138320759	147220759	q23.3	gneg	q23	Path3	+	1	True	160500000	165500000	gneg	0	Path3 : 1	1	q23	gneg
Path3 : 1	147220759	154720759	q24.3	gpos75	q24	Path3	+	1	True	170900000	173000000	gpos50	0	Path3 : 1	1	q24	gpos50
Path3 : 1	154720759	167520759	q25.3	gneg	q25	Path3	+	1	True	180300000	185800000	gneg	0	Path3 : 1	1	q25	gneg
Path3 : 1	167520759	180420759	q31.3	gpos100	q31	Path3	+	1	True	193800000	198700000	gpos100	0	Path3 : 1	1	q31	gpos100
Path3 : 1	180420759	196120759	q32.3	gneg	q32	Path3	+	1	True	211300000	214400000	gneg	0	Path3 : 1	1	q32	gneg
Path3 : 1	196120759	205614483	q41	gpos100	q41	Path3	+	1	True	218957880	223900000	gpos100	0	Path3 : 1	1	q41	gpos100
Path3 : 1	205614483	218114483	q42.3	gneg	q42	Path3	+	1	True	234600000	236400000	gneg	0	Path3 : 1	1	q42	gneg
Path3 : 1	218114483	225214483	q43	gpos75	q43	Path3	+	1	True	236400000	243500000	gpos75	0	Path3 : 1	1	q43	gpos100
Path3 : 1	225214483	230654133	q44	gneg	q44	Path3	+	1	True	248670927	248942320	gneg	0	Path3 : 1	1	q44	gneg
Path5 : 2	1	12000001	p25.1	gneg	p25	Path5	+	2	False	6900000	12000000	gneg	0	Path5 : 2	2	p25	gneg
Path5 : 2	12000001	23800001	p24.1	gpos75	p24	Path5	+	2	False	19000000	23800000	gpos75	0	Path5 : 2	2	p24	gpos100
Path5 : 2	23800001	31800001	p23.1	gneg	p23	Path5	+	2	False	29800000	31800000	gneg	0	Path5 : 2	2	p23	gneg
Path5 : 2	31800001	41500001	p22.1	gpos50	p22	Path5	+	2	False	38300000	41500000	gpos75	0	Path5 : 2	2	p22	gpos100
Path5 : 2	41500001	47500001	p21	gneg	p21	Path5	+	2	False	41500000	47500000	gneg	0	Path5 : 2	2	p21	gneg
Path5 : 2	47500001	61000001	p16.1	gpos100	p16	Path5	+	2	False	54700000	61000000	gpos100	0	Path5 : 2	2	p16	gpos100
Path5 : 2	61000001	63900001	p15	gneg	p15	Path5	+	2	False	61000000	63900000	gneg	0	Path5 : 2	2	p15	gneg
Path5 : 2	63900001	68400001	p14	gpos50	p14	Path5	+	2	False	63900000	68400000	gpos50	0	Path5 : 2	2	p14	gpos50
Path5 : 2	68400001	74800001	p13.1	gneg	p13	Path5	+	2	False	73300000	74800000	gneg	0	Path5 : 2	2	p13	gneg
Path5 : 2	74800001	83100001	p12	gpos100	p12	Path5	+	2	False	74800000	83100000	gpos100	0	Path5 : 2	2	p12	gpos100
Path5 : 2	83100001	91800001	p11.2	gneg	p11	Path5	+	2	False	83100000	91800000	acen	0	Path5 : 2	2	p11.2	gneg
Path5 : 2	91800001	93900001	p11.1	acen	p11	Path5	+	2	False	91800000	93900000	acen	0	Path5 : 2	2	p11.1	acen
Path5 : 2	93900001	96000001	q11.1	acen	q11	Path5	+	2	False	93900000	96000000	acen	0	Path5 : 2	2	q11.1	acen
Path5 : 2	96000001	102100001	q11.2	gneg	q11	Path5	+	2	False	96000000	102100000	acen	0	Path5 : 2	2	q11.2	gneg
Path5 : 2	102100001	108700001	q12.3	gpos25	q12	Path5	+	2	False	106700000	108700000	gpos50	0	Path5 : 2	2	q12	gpos50
Path5 : 2	108700001	112200001	q13	gneg	q13	Path5	+	2	False	108700000	112200000	gneg	0	Path5 : 2	2	q13	gneg
Path5 : 2	112200001	118100001	q14.1	gpos50	q14	Path5	+	2	False	112200000	118100000	gpos50	0	Path5 : 2	2	q14.1	gpos50
Path5 : 2	118100001	121600001	q14.2	gneg	q14	Path5	+	2	False	118100000	121600000	gpos50	0	Path5 : 2	2	q14.2	gneg
Path5 : 2	121600001	129100001	q14.3	gpos50	q14	Path5	+	2	False	121600000	129100000	gpos50	0	Path5 : 2	2	q14.3	gpos50
Path5 : 2	129100001	136100001	q21.3	gneg	q21	Path5	+	2	False	134300000	136100000	gneg	0	Path5 : 2	2	q21	gneg
Path5 : 2	136100001	147900001	q22.3	gpos100	q22	Path5	+	2	False	143400000	147900000	gpos100	0	Path5 : 2	2	q22	gpos100
Path5 : 2	147900001	154000001	q23.3	gneg	q23	Path5	+	2	False	149600000	154000000	gneg	0	Path5 : 2	2	q23	gneg
Path5 : 2	154000001	168900001	q24.3	gpos75	q24	Path5	+	2	False	162900000	168900000	gpos75	0	Path5 : 2	2	q24	gpos100
Path5 : 2	168900001	182100001	q31.3	gneg	q31	Path5	+	2	False	179700000	182100000	gneg	0	Path5 : 2	2	q31	gneg
Path5 : 2	182100001	196600001	q32.3	gpos75	q32	Path5	+	2	False	191100000	196600000	gpos75	0	Path5 : 2	2	q32	gpos100
Path5 : 2	196600001	208200001	q33.3	gneg	q33	Path5	+	2	False	204100000	208200000	gneg	0	Path5 : 2	2	q33	gneg
Path5 : 2	208200001	214500001	q34	gpos100	q34	Path5	+	2	False	208200000	214500000	gpos100	0	Path5 : 2	2	q34	gpos75
Path5 : 2	214500001	220700001	q35	gneg	q35	Path5	+	2	False	214500000	220700000	gneg	0	Path5 : 2	2	q35	gneg
Path5 : 2	220700001	230100001	q36.3	gpos100	q36	Path5	+	2	False	225200000	230100000	gpos75	0	Path5 : 2	2	q36	gpos75
Path5 : 2	230100001	242181358	q37.3	gneg	q37	Path5	+	2	False	236400000	242181357	gneg	0	Path5 : 2	2	q37	gneg
Path6 : 2	1	12000001	p25.3	gneg	p25	Path6	-	2	True	0	4400000	gneg	0	Path6 : 2	2	p25	gneg
Path6 : 2	12000001	23800001	p24.3	gpos75	p24	Path6	-	2	True	12000000	16500000	gpos75	0	Path6 : 2	2	p24	gpos100
Path6 : 2	23800001	31800001	p23.3	gneg	p23	Path6	-	2	True	23800000	27700000	gneg	0	Path6 : 2	2	p23	gneg
Path6 : 2	31800001	41500001	p22.3	gpos75	p22	Path6	-	2	True	31800000	36300000	gpos50	0	Path6 : 2	2	p22	gpos100
Path6 : 2	41500001	47500001	p21	gneg	p21	Path6	-	2	True	41500000	47500000	gneg	0	Path6 : 2	2	p21	gneg
Path6 : 2	47500001	61000001	p16.3	gpos100	p16	Path6	-	2	True	47500000	52600000	gpos100	0	Path6 : 2	2	p16	gpos100
Path6 : 2	61000001	63900001	p15	gneg	p15	Path6	-	2	True	61000000	63900000	gneg	0	Path6 : 2	2	p15	gneg
Path6 : 2	63900001	68400001	p14	gpos50	p14	Path6	-	2	True	63900000	68400000	gpos50	0	Path6 : 2	2	p14	gpos50
Path6 : 2	68400001	74800001	p13.3	gneg	p13	Path6	-	2	True	68400000	71300000	gneg	0	Path6 : 2	2	p13	gneg
Path6 : 2	74800001	83100001	p12	gpos100	p12	Path6	-	2	True	74800000	83100000	gpos100	0	Path6 : 2	2	p12	gpos100
Path6 : 2	83100001	91800001	p11.2	gneg	p11	Path6	-	2	True	83100000	91800000	acen	0	Path6 : 2	2	p11.2	gneg
Path6 : 2	91800001	93900001	p11.1	acen	p11	Path6	-	2	True	91800000	93900000	acen	0	Path6 : 2	2	p11.1	acen
Path6 : 2	93900001	96000001	q11.1	acen	q11	Path6	-	2	True	93900000	96000000	acen	0	Path6 : 2	2	q11.1	acen
Path6 : 2	96000001	102100001	q11.2	gneg	q11	Path6	-	2	True	96000000	102100000	acen	0	Path6 : 2	2	q11.2	gneg
Path6 : 2	102100001	108700001	q12.1	gpos50	q12	Path6	-	2	True	102100000	105300000	gpos25	0	Path6 : 2	2	q12	gpos50
Path6 : 2	108700001	112200001	q13	gneg	q13	Path6	-	2	True	108700000	112200000	gneg	0	Path6 : 2	2	q13	gneg
Path6 : 2	112200001	118100001	q14.1	gpos50	q14	Path6	-	2	True	112200000	118100000	gpos50	0	Path6 : 2	2	q14.1	gpos50
Path6 : 2	118100001	121600001	q14.2	gneg	q14	Path6	-	2	True	118100000	121600000	gpos50	0	Path6 : 2	2	q14.2	gneg
Path6 : 2	121600001	129100001	q14.3	gpos50	q14	Path6	-	2	True	121600000	129100000	gpos50	0	Path6 : 2	2	q14.3	gpos50
Path6 : 2	129100001	136100001	q21.1	gneg	q21	Path6	-	2	True	129100000	131700000	gneg	0	Path6 : 2	2	q21	gneg
Path6 : 2	136100001	147900001	q22.1	gpos100	q22	Path6	-	2	True	136100000	141500000	gpos100	0	Path6 : 2	2	q22	gpos100
Path6 : 2	147900001	154000001	q23.1	gneg	q23	Path6	-	2	True	147900000	149000000	gneg	0	Path6 : 2	2	q23	gneg
Path6 : 2	154000001	168900001	q24.1	gpos75	q24	Path6	-	2	True	154000000	158900000	gpos75	0	Path6 : 2	2	q24	gpos100
Path6 : 2	168900001	182100001	q31.1	gneg	q31	Path6	-	2	True	168900000	177100000	gneg	0	Path6 : 2	2	q31	gneg
Path6 : 2	182100001	196600001	q32.1	gpos75	q32	Path6	-	2	True	182100000	188500000	gpos75	0	Path6 : 2	2	q32	gpos100
Path6 : 2	196600001	208200001	q33.1	gneg	q33	Path6	-	2	True	196600000	202500000	gneg	0	Path6 : 2	2	q33	gneg
Path6 : 2	208200001	214500001	q34	gpos100	q34	Path6	-	2	True	208200000	214500000	gpos100	0	Path6 : 2	2	q34	gpos75
Path6 : 2	214500001	220700001	q35	gneg	q35	Path6	-	2	True	214500000	220700000	gneg	0	Path6 : 2	2	q35	gneg
Path6 : 2	220700001	230100001	q36.1	gpos75	q36	Path6	-	2	True	220700000	224300000	gpos100	0	Path6 : 2	2	q36	gpos75
Path6 : 2	230100001	242181358	q37.1	gneg	q37	Path6	-	2	True	230100000	234700000	gneg	0	Path6 : 2	2	q37	gneg
Path7 : 3	1	8082563	p26.1	gpos50	p26	Path7	+	3	True	4000000	8100000	gpos50	0	Path7 : 3	3	p26	gpos75
Path7 : 3	8082563	16282563	p25.1	gneg	p25	Path7	+	3	True	13200000	16300000	gneg	0	Path7 : 3	3	p25	gneg
Path7 : 3	16282563	30782563	p24.1	gpos75	p24	Path7	+	3	True	26300000	30800000	gpos100	0	Path7 : 3	3	p24	gpos100
Path7 : 3	30782563	31982563	p23	gneg	p23	Path7	+	3	True	30800000	32000000	gneg	0	Path7 : 3	3	p23	gneg
Path7 : 3	31982563	43582563	p22.1	gpos75	p22	Path7	+	3	True	39300000	43600000	gpos50	0	Path7 : 3	3	p22	gpos50
Path7 : 3	43582563	54382563	p21.1	gneg	p21	Path7	+	3	True	52300000	54400000	gneg	0	Path7 : 3	3	p21	gneg
Path7 : 3	54382563	69682563	p14.1	gpos50	p14	Path7	+	3	True	63800000	69700000	gpos50	0	Path7 : 3	3	p14	gpos75
Path7 : 3	69682563	74082563	p13	gneg	p13	Path7	+	3	True	69700000	74100000	gneg	0	Path7 : 3	3	p13	gneg
Path7 : 3	74082563	87082563	p12.1	gpos75	p12	Path7	+	3	True	83500000	87100000	gpos75	0	Path7 : 3	3	p12	gpos75
Path7 : 3	87082563	90882563	p11.1	acen	p11	Path7	+	3	True	87800000	90900000	acen	0	Path7 : 3	3	p11	acen
Path7 : 3	90882563	91515201	q11.1	acen	q11	Path7	+	3	True	90900000	91532638	acen	0	Path7 : 3	3	q11.1	acen
Path8 : 3	1	8082563	p26.3	gpos50	p26	Path8	-	3	True	17438	2800000	gpos50	0	Path8 : 3	3	p26	gpos75
Path8 : 3	8082563	16282563	p25.3	gneg	p25	Path8	-	3	True	8100000	11600000	gneg	0	Path8 : 3	3	p25	gneg
Path8 : 3	16282563	30782563	p24.3	gpos100	p24	Path8	-	3	True	16300000	23800000	gpos75	0	Path8 : 3	3	p24	gpos100
Path8 : 3	30782563	31982563	p23	gneg	p23	Path8	-	3	True	30800000	32000000	gneg	0	Path8 : 3	3	p23	gneg
Path8 : 3	31982563	43582563	p22.3	gpos50	p22	Path8	-	3	True	32000000	36400000	gpos75	0	Path8 : 3	3	p22	gpos50
Path8 : 3	43582563	54382563	p21.33	gneg	p21	Path8	-	3	True	43600000	44100000	gneg	0	Path8 : 3	3	p21	gneg
Path8 : 3	54382563	69682563	p14.3	gpos50	p14	Path8	-	3	True	54400000	58600000	gpos50	0	Path8 : 3	3	p14	gpos75
Path8 : 3	69682563	74082563	p13	gneg	p13	Path8	-	3	True	69700000	74100000	gneg	0	Path8 : 3	3	p13	gneg
Path8 : 3	74082563	87082563	p12.3	gpos75	p12	Path8	-	3	True	74100000	79800000	gpos75	0	Path8 : 3	3	p12	gpos75
Path8 : 3	87082563	90882563	p11.2	gneg	p11	Path8	-	3	True	87100000	87800000	acen	0	Path8 : 3	3	p11	acen
Path8 : 3	90882563	93568689	q11.1	acen	q11	Path8	-	3	True	90900000	91532638	acen	0	Path8 : 3	3	q11.1	acen
Path8 : 3	93568689	98168689	q11.2	gvar	q11	Path8	-	3	True	94000000	98600000	acen	0	Path8 : 3	3	q11.2	acen
Path8 : 3	98168689	102668689	q12.1	gneg	q12	Path8	-	3	True	98600000	100300000	gneg	0	Path8 : 3	3	q12	gneg
Path8 : 3	102668689	111168689	q13.11	gpos75	q13	Path8	-	3	True	103100000	106500000	gpos75	0	Path8 : 3	3	q13.1	gpos75
Path8 : 3	111168689	113268689	q13.2	gneg	q13	Path8	-	3	True	111600000	113700000	gpos75	0	Path8 : 3	3	q13.2	gneg
Path8 : 3	113268689	121768689	q13.31	gpos75	q13	Path8	-	3	True	113700000	117600000	gpos75	0	Path8 : 3	3	q13.3	gpos75
Path8 : 3	121768689	129068689	q21.1	gneg	q21	Path8	-	3	True	122200000	124100000	gneg	0	Path8 : 3	3	q21	gneg
Path8 : 3	129068689	138568689	q22.1	gpos25	q22	Path8	-	3	True	129500000	134000000	gpos25	0	Path8 : 3	3	q22	gpos25
Path8 : 3	138568689	142668689	q23	gneg	q23	Path8	-	3	True	139000000	143100000	gneg	0	Path8 : 3	3	q23	gneg
Path8 : 3	142668689	148756323	q24	gpos100	q24	Path8	-	3	True	143100000	144382183	gpos100	0	Path8 : 3	3	q24	gpos75
Path8 : 3	148756323	160556323	q25.1	gneg	q25	Path8	-	3	True	149200000	152300000	gneg	0	Path8 : 3	3	q25	gneg
Path8 : 3	160556323	167456323	q26.1	gpos100	q26	Path8	-	3	True	161000000	167900000	gpos75	0	Path8 : 3	3	q26.1	gpos100
Path8 : 3	167456323	170756323	q26.2	gneg	q26	Path8	-	3	True	167900000	171200000	gpos75	0	Path8 : 3	3	q26.2	gneg
Path8 : 3	170756323	182556323	q26.31	gpos75	q26	Path8	-	3	True	171200000	176000000	gpos75	0	Path8 : 3	3	q26.3	gpos100
Path8 : 3	182556323	187756323	q27.1	gneg	q27	Path8	-	3	True	183000000	184800000	gneg	0	Path8 : 3	3	q27	gneg
Path8 : 3	187756323	192156323	q28	gpos75	q28	Path8	-	3	True	188200000	192600000	gpos75	0	Path8 : 3	3	q28	gpos50
Path8 : 3	192156323	197786919	q29	gneg	q29	Path8	-	3	False	192600000	198230596	gneg	0	Path8 : 3	3	q29	gneg
Path10 : 4	1	11300001	p16.3	gneg	p16	Path10	-	4	True	0	4500000	gneg	0	Path10 : 4	4	p16	gneg
Path10 : 4	11300001	21300001	p15.33	gpos50	p15	Path10	-	4	True	11300000	15000000	gneg	0	Path10 : 4	4	p15.3	gpos100
Path10 : 4	21300001	27700001	p15.2	gneg	p15	Path10	-	4	True	21300000	27700000	gneg	0	Path10 : 4	4	p15.2	gneg
Path10 : 4	27700001	35800001	p15.1	gpos100	p15	Path10	-	4	True	27700000	35800000	gneg	0	Path10 : 4	4	p15.1	gpos100
Path10 : 4	35800001	41200001	p14	gneg	p14	Path10	-	4	True	35800000	41200000	gneg	0	Path10 : 4	4	p14	gneg
Path10 : 4	41200001	44600001	p13	gpos50	p13	Path10	-	4	True	41200000	44600000	gpos50	0	Path10 : 4	4	p13	gpos75
Path10 : 4	44600001	48200001	p12	gneg	p12	Path10	-	4	True	44600000	48200000	gneg	0	Path10 : 4	4	p12	gneg
Path10 : 4	48200001	50000001	p11	acen	p11	Path10	-	4	True	48200000	50000000	acen	0	Path10 : 4	4	p11	acen
Path10 : 4	50000001	51800001	q11	acen	q11	Path10	-	4	True	50000000	51800000	acen	0	Path10 : 4	4	q11	acen
Path10 : 4	51800001	58500001	q12	gneg	q12	Path10	-	4	True	51800000	58500000	gneg	0	Path10 : 4	4	q12	gneg
Path10 : 4	58500001	75300001	q13.1	gpos100	q13	Path10	-	4	True	58500000	65500000	gpos75	0	Path10 : 4	4	q13	gpos100
Path10 : 4	75300001	87100001	q21.1	gneg	q21	Path10	-	4	True	75300000	78000000	gneg	0	Path10 : 4	4	q21	gneg
Path10 : 4	87100001	97900001	q22.1	gpos75	q22	Path10	-	4	True	87100000	92800000	gpos75	0	Path10 : 4	4	q22	gpos100
Path10 : 4	97900001	100100001	q23	gneg	q23	Path10	-	4	True	97900000	100100000	gneg	0	Path10 : 4	4	q23	gneg
Path10 : 4	100100001	106700001	q24	gpos50	q24	Path10	-	4	True	100100000	106700000	gpos50	0	Path10 : 4	4	q24	gpos75
Path10 : 4	106700001	113200001	q25	gneg	q25	Path10	-	4	True	106700000	113200000	gneg	0	Path10 : 4	4	q25	gneg
Path10 : 4	113200001	119900001	q26	gpos75	q26	Path10	-	4	True	113200000	119900000	gpos75	0	Path10 : 4	4	q26	gpos100
Path10 : 4	119900001	122800001	q27	gneg	q27	Path10	-	4	True	119900000	122800000	gneg	0	Path10 : 4	4	q27	gneg
Path10 : 4	122800001	138500001	q28.1	gpos50	q28	Path10	-	4	True	122800000	127900000	gpos100	0	Path10 : 4	4	q28	gpos100
Path10 : 4	138500001	140600001	q31.1	gneg	q31	Path10	-	4	True	138500000	140600000	gneg	0	Path10 : 4	4	q31.1	gneg
Path10 : 4	140600001	150200001	q31.21	gpos25	q31	Path10	-	4	True	140600000	145900000	gneg	0	Path10 : 4	4	q31.2	gpos25
Path10 : 4	150200001	154600001	q31.3	gneg	q31	Path10	-	4	True	150200000	154600000	gneg	0	Path10 : 4	4	q31.3	gneg
Path10 : 4	154600001	169200001	q32.1	gpos100	q32	Path10	-	4	True	154600000	160800000	gpos100	0	Path10 : 4	4	q32	gpos100
Path10 : 4	169200001	171000001	q33	gneg	q33	Path10	-	4	True	169200000	171000000	gneg	0	Path10 : 4	4	q33	gneg
Path10 : 4	171000001	182300001	q34.1	gpos75	q34	Path10	-	4	True	171000000	175400000	gpos100	0	Path10 : 4	4	q34	gpos100
Path10 : 4	182300001	190202565	q35.1	gneg	q35	Path10	-	4	True	182300000	186200000	gpos25	0	Path10 : 4	4	q35	gneg
Path9 : 4	1	11300001	p16.1	gneg	p16	Path9	+	4	False	6000000	11300000	gneg	0	Path9 : 4	4	p16	gneg
Path9 : 4	11300001	21300001	p15.31	gpos75	p15	Path9	+	4	False	17700000	21300000	gneg	0	Path9 : 4	4	p15.3	gpos100
Path9 : 4	21300001	27700001	p15.2	gneg	p15	Path9	+	4	False	21300000	27700000	gneg	0	Path9 : 4	4	p15.2	gneg
Path9 : 4	27700001	35800001	p15.1	gpos100	p15	Path9	+	4	False	27700000	35800000	gneg	0	Path9 : 4	4	p15.1	gpos100
Path9 : 4	35800001	41200001	p14	gneg	p14	Path9	+	4	False	35800000	41200000	gneg	0	Path9 : 4	4	p14	gneg
Path9 : 4	41200001	44600001	p13	gpos50	p13	Path9	+	4	False	41200000	44600000	gpos50	0	Path9 : 4	4	p13	gpos75
Path9 : 4	44600001	48200001	p12	gneg	p12	Path9	+	4	False	44600000	48200000	gneg	0	Path9 : 4	4	p12	gneg
Path9 : 4	48200001	50000001	p11	acen	p11	Path9	+	4	False	48200000	50000000	acen	0	Path9 : 4	4	p11	acen
Path9 : 4	50000001	51800001	q11	acen	q11	Path9	+	4	False	50000000	51800000	acen	0	Path9 : 4	4	q11	acen
Path9 : 4	51800001	58500001	q12	gneg	q12	Path9	+	4	False	51800000	58500000	gneg	0	Path9 : 4	4	q12	gneg
Path9 : 4	58500001	75300001	q13.3	gpos75	q13	Path9	+	4	False	69400000	75300000	gpos100	0	Path9 : 4	4	q13	gpos100
Path9 : 4	75300001	87100001	q21.3	gneg	q21	Path9	+	4	False	86000000	87100000	gneg	0	Path9 : 4	4	q21	gneg
Path9 : 4	87100001	97900001	q22.3	gpos75	q22	Path9	+	4	False	94200000	97900000	gpos75	0	Path9 : 4	4	q22	gpos100
Path9 : 4	97900001	100100001	q23	gneg	q23	Path9	+	4	False	97900000	100100000	gneg	0	Path9 : 4	4	q23	gneg
Path9 : 4	100100001	106700001	q24	gpos50	q24	Path9	+	4	False	100100000	106700000	gpos50	0	Path9 : 4	4	q24	gpos75
Path9 : 4	106700001	113200001	q25	gneg	q25	Path9	+	4	False	106700000	113200000	gneg	0	Path9 : 4	4	q25	gneg
Path9 : 4	113200001	119900001	q26	gpos75	q26	Path9	+	4	False	113200000	119900000	gpos75	0	Path9 : 4	4	q26	gpos100
Path9 : 4	119900001	122800001	q27	gneg	q27	Path9	+	4	False	119900000	122800000	gneg	0	Path9 : 4	4	q27	gneg
Path9 : 4	122800001	138500001	q28.3	gpos100	q28	Path9	+	4	False	130100000	138500000	gpos50	0	Path9 : 4	4	q28	gpos100
Path9 : 4	138500001	140600001	q31.1	gneg	q31	Path9	+	4	False	138500000	140600000	gneg	0	Path9 : 4	4	q31.1	gneg
Path9 : 4	140600001	150200001	q31.23	gpos25	q31	Path9	+	4	False	147500000	150200000	gneg	0	Path9 : 4	4	q31.2	gpos25
Path9 : 4	150200001	154600001	q31.3	gneg	q31	Path9	+	4	False	150200000	154600000	gneg	0	Path9 : 4	4	q31.3	gneg
Path9 : 4	154600001	169200001	q32.3	gpos100	q32	Path9	+	4	False	163600000	169200000	gpos100	0	Path9 : 4	4	q32	gpos100
Path9 : 4	169200001	171000001	q33	gneg	q33	Path9	+	4	False	169200000	171000000	gneg	0	Path9 : 4	4	q33	gneg
Path9 : 4	171000001	182300001	q34.3	gpos100	q34	Path9	+	4	False	176600000	182300000	gpos75	0	Path9 : 4	4	q34	gpos100
Path9 : 4	182300001	190202565	q35.2	gpos25	q35	Path9	+	4	False	186200000	190202564	gneg	0	Path9 : 4	4	q35	gneg
Path11 : 5	1	9900001	p15.31	gneg	p15	Path11	+	5	False	6300000	9900000	gneg	0	Path11 : 5	5	p15.3	gneg
Path11 : 5	9900001	15000001	p15.2	gpos50	p15	Path11	+	5	False	9900000	15000000	gneg	0	Path11 : 5	5	p15.2	gpos75
Path11 : 5	15000001	18400001	p15.1	gneg	p15	Path11	+	5	False	15000000	18400000	gneg	0	Path11 : 5	5	p15.1	gneg
Path11 : 5	18400001	28900001	p14.1	gpos100	p14	Path11	+	5	False	24600000	28900000	gpos100	0	Path11 : 5	5	p14	gpos100
Path11 : 5	28900001	42500001	p13.1	gneg	p13	Path11	+	5	False	38400000	42500000	gneg	0	Path11 : 5	5	p13	gneg
Path11 : 5	42500001	46100001	p12	gpos50	p12	Path11	+	5	False	42500000	46100000	gpos50	0	Path11 : 5	5	p12	gpos50
Path11 : 5	46100001	48800001	p11	acen	p11	Path11	+	5	False	46100000	48800000	acen	0	Path11 : 5	5	p11	acen
Path11 : 5	48800001	51400001	q11.1	acen	q11	Path11	+	5	False	48800000	51400000	acen	0	Path11 : 5	5	q11.1	acen
Path11 : 5	51400001	59600001	q11.2	gneg	q11	Path11	+	5	False	51400000	59600000	acen	0	Path11 : 5	5	q11.2	gneg
Path11 : 5	59600001	67400001	q12.3	gpos75	q12	Path11	+	5	False	63900000	67400000	gpos75	0	Path11 : 5	5	q12	gpos75
Path11 : 5	67400001	77600001	q13.3	gneg	q13	Path11	+	5	False	74000000	77600000	gneg	0	Path11 : 5	5	q13	gneg
Path11 : 5	77600001	93000001	q14.3	gpos100	q14	Path11	+	5	False	83500000	93000000	gpos50	0	Path11 : 5	5	q14	gpos100
Path11 : 5	93000001	98900001	q15	gneg	q15	Path11	+	5	False	93000000	98900000	gneg	0	Path11 : 5	5	q15	gneg
Path11 : 5	98900001	110200001	q21.3	gpos100	q21	Path11	+	5	False	105100000	110200000	gpos100	0	Path11 : 5	5	q21	gpos100
Path11 : 5	110200001	115900001	q22.3	gneg	q22	Path11	+	5	False	113800000	115900000	gneg	0	Path11 : 5	5	q22	gneg
Path11 : 5	115900001	131200001	q23.3	gpos100	q23	Path11	+	5	False	127900000	131200000	gpos100	0	Path11 : 5	5	q23	gpos100
Path11 : 5	131200001	145100001	q31.3	gneg	q31	Path11	+	5	False	140100000	145100000	gneg	0	Path11 : 5	5	q31	gneg
Path11 : 5	145100001	150400001	q32	gpos75	q32	Path11	+	5	False	145100000	150400000	gpos75	0	Path11 : 5	5	q32	gpos25
Path11 : 5	150400001	160500001	q33.3	gneg	q33	Path11	+	5	False	156300000	160500000	gneg	0	Path11 : 5	5	q33	gneg
Path11 : 5	160500001	169000001	q34	gpos100	q34	Path11	+	5	False	160500000	169000000	gpos100	0	Path11 : 5	5	q34	gpos100
