chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path16 : 9	1	138334465	q34.3	gneg	q34	Path16	+	9	False	134500000	138334464	gneg	0	Path16 : 9	9	q34	gneg	10834464	69167233.0
Path17 : 9	1	138334465	q34.11	gneg	q34	Path17	-	9	True	127500000	130600000	gneg	0	Path17 : 9	9	q34	gneg	10834464	69167233.0
Path18 : 10	1	133711180	q26.3	gneg	q26	Path18	+	10	True	128800000	133778994	gneg	0	Path18 : 10	10	q26	gneg	16478994	66855590.5
Path19 : 10	1	142632624	q26.11	gneg	q26	Path19	-	10	True	117300000	119900000	gneg	0	Path19 : 10	10	q26	gneg	16478994	71316312.5
Path2 : der(6)t(1;6)	1	93990037	q16.1	gpos100	q16	Path2	-	6	True	92500000	93990037	gpos100	0	Path2 : (6;1)	6	q16	gpos100	1490037	46995019.0
Path2 : der(6)t(1;6)	93990037	129242522	q44	gneg	q44	Path2	-	1	False	243500000	248943333	gneg	0	Path2 : (6;1)	6	q44	gneg	5443333	111616279.5
Path20 : 11	1	135069566	q25	gneg	q25	Path20	+	11	False	130900000	135069565	gneg	0	Path20 : 11	11	q25	gneg	4169565	67534783.5
Path21 : 11	1	135069566	q25	gneg	q25	Path21	-	11	False	130900000	135069565	gneg	0	Path21 : 11	11	q25	gneg	4169565	67534783.5
Path22 : 12	1	133263961	q24.33	gneg	q24	Path22	+	12	False	128700000	133263960	gneg	0	Path22 : 12	12	q24.3	gneg	12963960	66631981.0
Path23 : 12	1	133263961	q24.31	gneg	q24	Path23	-	12	True	120300000	125400000	gneg	0	Path23 : 12	12	q24.3	gneg	12963960	66631981.0
Path24 : 13	1	114352103	q34	gneg	q34	Path24	+	13	False	109600000	114352102	gneg	0	Path24 : 13	13	q34	gneg	4752102	57176052.0
Path25 : 13	1	114352103	q34	gneg	q34	Path25	-	13	False	109600000	114352102	gneg	0	Path25 : 13	13	q34	gneg	4752102	57176052.0
Path26 : 14	1	211519061	p13	gvar	p13	Path26	-	14	True	0	3600000	gvar	0	Path26 : 14	14	p13	gpos25	3600000	105759531.0
Path27 : 15	1	84915664	q26.3	gneg	q26	Path27	+	15	True	98000000	101971270	gneg	0	Path27 : 15	15	q26.3	gneg	3971270	42457832.5
Path28 : 15	1	78822306	q26.3	gneg	q26	Path28	-	15	False	98000000	101971270	gneg	0	Path28 : 15	15	q26.3	gneg	3971270	39411153.5
Path29 : 16	1	90150180	q24.3	gneg	q24	Path29	+	16	True	88700000	90220072	gneg	0	Path29 : 16	16	q24	gneg	6120072	45075090.5
Path3 : der(6)t(1;6)	1	90579358	q15	gneg	q15	Path3	+	6	False	87300000	90579357	gneg	0	Path3 : (6;1)	6	q15	gneg	3279357	45289679.5
Path3 : der(6)t(1;6)	90579358	94918556	q32.3	gneg	q32	Path3	+	1	True	211300000	213690847	gpos25	0	Path3 : (6;1)	6	q32	gneg	4339198	92748957.0
Path3 : der(6)t(1;6)	94918556	171668415	q27	gneg	q27	Path3	+	6	True	164100000	170739897	gneg	0	Path3 : (6;1)	6	q27	gneg	6639897	133293485.5
Path30 : 16	1	57983410	q24.1	gneg	q24	Path30	-	16	True	84100000	87000000	gneg	0	Path30 : 16	16	q24	gneg	6120072	28991705.5
Path31 : 17	1	83246393	q25.3	gneg	q25	Path31	+	17	False	77200000	83246392	gneg	0	Path31 : 17	17	q25	gneg	10346392	41623197.0
Path32 : 17	1	83246393	q25.1	gneg	q25	Path32	-	17	True	72900000	76800000	gneg	0	Path32 : 17	17	q25	gneg	10346392	41623197.0
Path33 : 18	1	80256375	q23	gneg	q23	Path33	+	18	False	75400000	80256374	gneg	0	Path33 : 18	18	q23	gneg	4856374	40128188.0
Path34 : 18	1	80256375	q23	gneg	q23	Path34	-	18	False	75400000	80256374	gneg	0	Path34 : 18	18	q23	gneg	4856374	40128188.0
Path35 : 19	1	58605716	q13.43	gpos25	q13	Path35	+	19	False	55800000	58605715	gneg	0	Path35 : 19	19	q13.4	gpos25	7705715	29302858.5
Path36 : 19	1	58605716	q13.41	gpos25	q13	Path36	-	19	True	50900000	53100000	gpos25	0	Path36 : 19	19	q13.4	gpos25	7705715	29302858.5
Path37 : 20	1	64333719	q13.33	gneg	q13	Path37	+	20	False	59700000	64333718	gneg	0	Path37 : 20	20	q13.3	gneg	7933718	32166860.0
Path38 : 20	1	64333719	q13.31	gneg	q13	Path38	-	20	True	56400000	57800000	gneg	0	Path38 : 20	20	q13.3	gneg	7933718	32166860.0
Path39 : 21	1	46697231	q22.3	gneg	q22	Path39	+	21	False	41200000	46697230	gneg	0	Path39 : 21	21	q22	gneg	16497230	23348616.0
Path4 : der(1)t(1;6)	1	209351649	q32.1	gneg	q32	Path4	-	1	True	198700000	207100000	gpos25	0	Path4 : (1;6)	1	q32	gneg	10651648	104675825.0
Path4 : der(1)t(1;6)	209351649	289512187	q27	gneg	q27	Path4	-	6	False	164100000	170739897	gneg	0	Path4 : (1;6)	1	q27	gneg	6639897	249431918.0
Path40 : 21	1	46697231	q22.11	gneg	q22	Path40	-	21	True	30200000	34400000	gneg	0	Path40 : 21	21	q22	gneg	16497230	23348616.0
Path41 : 22	1	50805588	q13.33	gneg	q13	Path41	+	22	False	49100000	50805587	gneg	0	Path41 : 22	22	q13	gneg	13605587	25402794.5
Path42 : 22	1	50805588	q13.1	gneg	q13	Path42	-	22	True	37200000	40600000	gneg	0	Path42 : 22	22	q13	gneg	13605587	25402794.5
Path43 : X	1	156025613	q28	gneg	q28	Path43	+	X	False	148000000	156025612	gneg	0	Path43 : X	23	q28	gneg	8025612	78012807.0
Path44 : X	1	156025613	q28	gneg	q28	Path44	-	X	False	148000000	156025612	gneg	0	Path44 : X	23	q28	gneg	8025612	78012807.0
Path5 : 2	1	242139710	q37.3	gneg	q37	Path5	+	2	True	236400000	242175920	gneg	0	Path5 : 2	2	q37	gneg	12075920	121069855.5
Path6 : 2	1	242827032	q37.1	gneg	q37	Path6	-	2	True	230100000	234700000	gneg	0	Path6 : 2	2	q37	gneg	12075920	121413516.5
Path7 : 3	1	198164077	q29	gneg	q29	Path7	+	3	True	192600000	198217553	gneg	0	Path7 : 3	3	q29	gneg	5617553	99082039.0
Path8 : 3	1	190750024	q29	gneg	q29	Path8	-	3	False	192600000	198217553	gneg	0	Path8 : 3	3	q29	gneg	5617553	95375012.5
Path9 : 4	1	190150577	q35.2	gpos25	q35	Path9	+	4	True	186200000	190196474	gneg	0	Path9 : 4	4	q35	gneg	7896474	95075289.0
