chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path24 : 12	1	133263961	q24.31	gneg	q24	Path24	-	12	True	120300000	125400000	gneg	0	Path24 : 12	12	q24.3	gneg	12963960	66631981.0
Path25 : 13	1	114352103	q34	gneg	q34	Path25	+	13	False	109600000	114352102	gneg	0	Path25 : 13	13	q34	gneg	4752102	57176052.0
Path26 : 13	1	114352103	q34	gneg	q34	Path26	-	13	False	109600000	114352102	gneg	0	Path26 : 13	13	q34	gneg	4752102	57176052.0
Path27 : 14	1	106873283	q32.33	gneg	q32	Path27	+	14	False	103500000	106873282	gneg	0	Path27 : 14	14	q32	gneg	17573282	53436642.0
Path28 : 14	1	106873283	q32.11	gneg	q32	Path28	-	14	True	89300000	91400000	gneg	0	Path28 : 14	14	q32	gneg	17573282	53436642.0
Path29 : 15	1	101976510	q26.3	gneg	q26	Path29	+	15	False	98000000	101976509	gneg	0	Path29 : 15	15	q26.3	gneg	3976509	50988255.5
Path3 : 2	1	242154367	q37.1	gneg	q37	Path3	-	2	True	230100000	232819457	gneg	0	Path3 : 2	2	q37	gneg	12081356	121077184.0
Path30 : 15	1	101976510	q26.3	gneg	q26	Path30	-	15	False	98000000	101976509	gneg	0	Path30 : 15	15	q26.3	gneg	3976509	50988255.5
Path31 : 16	1	90190062	q24.3	gneg	q24	Path31	+	16	True	88700000	90220072	gneg	0	Path31 : 16	16	q24	gneg	6120072	45095031.5
Path32 : 16	1	83000668	q24.1	gneg	q24	Path32	-	16	True	84100000	87000000	gneg	0	Path32 : 16	16	q24	gneg	6120072	41500334.5
Path33 : 17	1	83246393	q25.3	gneg	q25	Path33	+	17	False	77200000	83246392	gneg	0	Path33 : 17	17	q25	gneg	10346392	41623197.0
Path34 : 17	1	83246393	q25.1	gneg	q25	Path34	-	17	True	72900000	76800000	gneg	0	Path34 : 17	17	q25	gneg	10346392	41623197.0
Path35 : 18	1	80256375	q23	gneg	q23	Path35	+	18	False	75400000	80256374	gneg	0	Path35 : 18	18	q23	gneg	4856374	40128188.0
Path36 : 18	1	80256375	q23	gneg	q23	Path36	-	18	False	75400000	80256374	gneg	0	Path36 : 18	18	q23	gneg	4856374	40128188.0
Path37 : 19	1	58605716	q13.43	gpos25	q13	Path37	+	19	False	55800000	58605715	gneg	0	Path37 : 19	19	q13.4	gpos25	7705715	29302858.5
Path38 : 19	1	58605716	q13.41	gpos25	q13	Path38	-	19	True	50900000	53100000	gpos25	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 20	1	64246444	q13.33	gneg	q13	Path39	+	20	True	59700000	64331433	gneg	0	Path39 : 20	20	q13.3	gneg	7931433	32123222.5
Path4 : 2	1	248934367	q37.3	gneg	q37	Path4	+	2	True	236400000	242181357	gneg	0	Path4 : 2	2	q37	gneg	12081356	124467184.0
Path40 : 20	1	68237847	q13.31	gneg	q13	Path40	-	20	True	56400000	57800000	gneg	0	Path40 : 20	20	q13.3	gneg	7931433	34118924.0
Path41 : 21	1	46697231	q22.3	gneg	q22	Path41	+	21	False	41200000	46697230	gneg	0	Path41 : 21	21	q22	gneg	16497230	23348616.0
Path42 : 21	1	46697231	q22.11	gneg	q22	Path42	-	21	True	30200000	34400000	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 22	1	50805588	q13.33	gneg	q13	Path43	+	22	False	49100000	50805587	gneg	0	Path43 : 22	22	q13	gneg	13605587	25402794.5
Path44 : 22	1	50805588	q13.1	gneg	q13	Path44	-	22	True	37200000	40600000	gneg	0	Path44 : 22	22	q13	gneg	13605587	25402794.5
Path45 : X	1	156025613	q28	gneg	q28	Path45	+	X	False	148000000	156025612	gneg	0	Path45 : X	23	q28	gneg	8025612	78012807.0
Path46 : X	1	156025613	q28	gneg	q28	Path46	-	X	False	148000000	156025612	gneg	0	Path46 : X	23	q28	gneg	8025612	78012807.0
Path5 : 2	1	9361900	q37.1	gneg	q37	Path5	-	2	True	232819458	234700000	gneg	2	Path5 : 2	2	q37	gneg	9361899	4680950.5
Path6 : 4	1	190143270	q35.2	gpos25	q35	Path6	+	4	True	186200000	190196474	gneg	0	Path6 : 4	4	q35	gneg	7896474	95071635.5
Path7 : der(3)t(3;4)	1	147889594	q24	gpos100	q24	Path7	-	3	True	143100000	144145223	gpos100	0	Path7 : (3;4)	3	q24	gpos75	4807031	73944797.5
Path7 : der(3)t(3;4)	147889594	194860213	q35.1	gneg	q35	Path7	-	4	True	182300000	186200000	gpos25	0	Path7 : (3;4)	3	q35	gneg	7896474	171374903.5
Path8 : dic(3;4;9)	1	210243031	q24	gpos100	q24	Path8	-	3	True	144145224	147907032	gpos100	1	Path8 : (3;4;9)	3	q24	gpos75	3761808	105121516.0
Path8 : dic(3;4;9)	210243031	352400707	p15.31	gpos75	p15	Path8	+	4	True	17700000	19427978	gpos50	1	Path8 : (3;4;9)	3	p15.3	gpos100	4485390	281321869.0
Path8 : dic(3;4;9)	352400707	463669017	p24.3	gneg	p24	Path8	-	9	True	19799	354741	gneg	1	Path8 : (3;4;9)	3	p24	gneg	8975254	408034862.0
Path9 : 9	1	147760301	q34.3	gneg	q34	Path9	+	9	True	134500000	138326093	gneg	0	Path9 : 9	9	q34	gneg	10826093	73880151.0
