chr	start	end	original_name	original_stain	band_base	Path	strand	chrom	bp	original_start	original_end	Updated_stain	centromere	iscn	sort_chrom	name	gieStain	delta	midpoint
Path36 : 18	1	80215429	q23	gneg	q23	Path36	+	18	True	75400000	80243011	gneg	0	Path36 : 18	18	q23	gneg	4843011	40107715.0
Path37 : 18	1	91874312	q23	gneg	q23	Path37	-	18	False	75400000	80243011	gneg	0	Path37 : 18	18	q23	gneg	4843011	45937156.5
Path38 : 19	1	58605716	q13.43	gpos25	q13	Path38	+	19	False	55800000	58605715	gneg	0	Path38 : 19	19	q13.4	gpos25	7705715	29302858.5
Path39 : 19	1	58605716	q13.41	gpos25	q13	Path39	-	19	True	50900000	53100000	gpos25	0	Path39 : 19	19	q13.4	gpos25	7705715	29302858.5
Path4 : 2	1	242181354	q37.1	gneg	q37	Path4	-	2	True	230100000	234700000	gneg	0	Path4 : 2	2	q37	gneg	12081357	121090677.5
Path40 : 20	1	64333719	q13.33	gneg	q13	Path40	+	20	False	59700000	64333718	gneg	0	Path40 : 20	20	q13.3	gneg	7933718	32166860.0
Path41 : 20	1	64333719	q13.31	gneg	q13	Path41	-	20	True	56400000	57800000	gneg	0	Path41 : 20	20	q13.3	gneg	7933718	32166860.0
Path42 : 21	1	46697231	q22.3	gneg	q22	Path42	+	21	False	41200000	46697230	gneg	0	Path42 : 21	21	q22	gneg	16497230	23348616.0
Path43 : 21	1	46697231	q22.11	gneg	q22	Path43	-	21	True	30200000	34400000	gneg	0	Path43 : 21	21	q22	gneg	16497230	23348616.0
Path44 : 22	1	40272781	q13.33	gneg	q13	Path44	+	22	True	49100000	50804577	gneg	0	Path44 : 22	22	q13	gneg	13604577	20136391.0
Path45 : 22	1	38254239	q13.1	gneg	q13	Path45	-	22	True	37200000	40600000	gneg	0	Path45 : 22	22	q13	gneg	13604577	19127120.0
Path46 : X	1	156025613	q28	gneg	q28	Path46	+	X	False	148000000	156025612	gneg	0	Path46 : X	23	q28	gneg	8025612	78012807.0
Path47 : X	1	156025613	q28	gneg	q28	Path47	-	X	False	148000000	156025612	gneg	0	Path47 : X	23	q28	gneg	8025612	78012807.0
Path5 : 3	1	198230597	q29	gneg	q29	Path5	+	3	False	192600000	198230596	gneg	0	Path5 : 3	3	q29	gneg	5630596	99115299.0
Path6 : 3	1	198230597	q29	gneg	q29	Path6	-	3	False	192600000	198230596	gneg	0	Path6 : 3	3	q29	gneg	5630596	99115299.0
Path7 : 4	1	190202565	q35.2	gpos25	q35	Path7	+	4	False	186200000	190202564	gneg	0	Path7 : 4	4	q35	gneg	7902564	95101283.0
Path8 : 4	1	190202565	q35.1	gneg	q35	Path8	-	4	True	182300000	186200000	gpos25	0	Path8 : 4	4	q35	gneg	7902564	95101283.0
Path9 : 5	1	181472715	q35.3	gneg	q35	Path9	+	5	False	177100000	181472714	gneg	0	Path9 : 5	5	q35	gneg	12472714	90736358.0
